alert_id,check_id,severity,status,assigned_to,opened_at,resolved_at,resolution_notes
5657,5657,MEDIUM,CLOSED,53,2024-11-25 19:06:00,2024-12-10 19:06:00,Additional KYC completed
5658,5658,LOW,CLOSED,151,2025-04-07 05:46:00,2025-04-21 05:46:00,Risk accepted
5659,5659,MEDIUM,RESOLVED,165,2024-06-04 10:26:00,2024-06-27 10:26:00,Additional KYC completed
5660,5660,CRITICAL,OPEN,135,2024-07-17 13:48:00,,Escalated to compliance team
5661,5661,LOW,IN_PROGRESS,97,2024-11-20 19:30:00,,Risk accepted
5662,5662,CRITICAL,CLOSED,106,2025-06-01 18:18:00,2025-06-24 18:18:00,Escalated to compliance team
5663,5663,LOW,OPEN,126,2023-10-06 15:03:00,,Risk accepted
5664,5664,HIGH,RESOLVED,90,2025-05-09 15:42:00,2025-06-04 15:42:00,Account temporarily blocked
5665,5665,MEDIUM,IN_PROGRESS,190,2024-02-08 08:47:00,,Risk accepted
5666,5666,LOW,CLOSED,114,2024-01-30 19:16:00,2024-02-20 19:16:00,Additional KYC completed
5667,5667,HIGH,CLOSED,71,2023-03-22 11:22:00,2023-04-17 11:22:00,Risk accepted
5668,5668,MEDIUM,OPEN,65,2023-09-16 10:41:00,,False positive
5669,5669,MEDIUM,RESOLVED,2,2025-03-04 11:15:00,2025-03-10 11:15:00,Account temporarily blocked
5670,5670,MEDIUM,CLOSED,81,2025-01-12 08:43:00,2025-01-29 08:43:00,Customer documents verified
5671,5671,LOW,IN_PROGRESS,113,2024-10-19 19:16:00,,Escalated to compliance team
5672,5672,CRITICAL,CLOSED,135,2023-10-14 17:55:00,2023-11-08 17:55:00,False positive
5673,5673,HIGH,IN_PROGRESS,96,2024-01-19 07:34:00,,Risk accepted
5674,5674,LOW,RESOLVED,154,2024-08-17 06:11:00,2024-08-21 06:11:00,Risk accepted
5675,5675,CRITICAL,OPEN,200,2023-11-07 23:33:00,,False positive
5676,5676,CRITICAL,IN_PROGRESS,71,2024-05-01 07:29:00,,False positive
5677,5677,LOW,CLOSED,181,2023-12-27 00:46:00,2024-01-03 00:46:00,Escalated to compliance team
5678,5678,HIGH,OPEN,37,2025-05-08 00:20:00,,Risk accepted
5679,5679,MEDIUM,CLOSED,111,2024-01-05 16:14:00,2024-01-20 16:14:00,Customer documents verified
5680,5680,LOW,IN_PROGRESS,110,2023-07-26 09:59:00,,Escalated to compliance team
5681,5681,LOW,RESOLVED,35,2024-12-09 12:55:00,2024-12-11 12:55:00,Risk accepted
5682,5682,LOW,RESOLVED,38,2023-07-21 18:39:00,2023-07-25 18:39:00,False positive
5683,5683,LOW,CLOSED,23,2024-12-26 18:18:00,2024-12-29 18:18:00,False positive
5684,5684,HIGH,RESOLVED,29,2023-07-03 20:31:00,2023-07-19 20:31:00,Additional KYC completed
5685,5685,LOW,OPEN,133,2025-06-13 19:20:00,,Escalated to compliance team
5686,5686,LOW,RESOLVED,51,2024-08-29 14:30:00,2024-09-14 14:30:00,Customer documents verified
5687,5687,LOW,OPEN,83,2025-06-02 00:27:00,,Risk accepted
5688,5688,CRITICAL,IN_PROGRESS,136,2025-06-01 20:23:00,,Account temporarily blocked
5689,5689,LOW,CLOSED,194,2023-08-04 10:01:00,2023-09-03 10:01:00,Additional KYC completed
5690,5690,HIGH,OPEN,8,2024-12-03 05:26:00,,Additional KYC completed
5691,5691,HIGH,IN_PROGRESS,16,2024-02-18 16:30:00,,Risk accepted
5692,5692,MEDIUM,CLOSED,31,2023-03-29 20:54:00,2023-04-16 20:54:00,Customer documents verified
5693,5693,CRITICAL,CLOSED,56,2024-09-06 05:15:00,2024-09-19 05:15:00,Account temporarily blocked
5694,5694,LOW,RESOLVED,166,2023-04-23 04:12:00,2023-05-02 04:12:00,Account temporarily blocked
5695,5695,HIGH,OPEN,54,2024-06-17 09:43:00,,Customer documents verified
5696,5696,LOW,RESOLVED,178,2024-05-25 13:59:00,2024-05-26 13:59:00,Account temporarily blocked
5697,5697,LOW,RESOLVED,193,2025-03-08 00:31:00,2025-04-02 00:31:00,Risk accepted
5698,5698,LOW,OPEN,110,2025-05-15 20:23:00,,Escalated to compliance team
5699,5699,LOW,CLOSED,138,2023-02-11 15:02:00,2023-02-28 15:02:00,Additional KYC completed
5700,5700,MEDIUM,RESOLVED,51,2024-10-22 09:28:00,2024-10-31 09:28:00,False positive
5701,5701,MEDIUM,CLOSED,111,2023-08-22 08:33:00,2023-09-03 08:33:00,Escalated to compliance team
5702,5702,LOW,RESOLVED,68,2024-11-06 09:44:00,2024-12-04 09:44:00,Account temporarily blocked
5703,5703,LOW,RESOLVED,31,2023-05-13 15:11:00,2023-06-02 15:11:00,Risk accepted
5704,5704,LOW,RESOLVED,66,2024-07-21 16:15:00,2024-08-16 16:15:00,Customer documents verified
5705,5705,LOW,RESOLVED,160,2025-01-27 02:27:00,2025-02-13 02:27:00,Account temporarily blocked
5706,5706,LOW,CLOSED,144,2025-04-28 08:16:00,2025-05-27 08:16:00,Additional KYC completed
5707,5707,LOW,RESOLVED,48,2024-08-09 10:47:00,2024-08-10 10:47:00,Additional KYC completed
5708,5708,LOW,CLOSED,183,2023-02-04 14:40:00,2023-02-18 14:40:00,Escalated to compliance team
5709,5709,LOW,RESOLVED,93,2023-06-08 13:39:00,2023-06-10 13:39:00,Customer documents verified
5710,5710,CRITICAL,CLOSED,169,2023-07-31 20:02:00,2023-08-20 20:02:00,Account temporarily blocked
5711,5711,CRITICAL,IN_PROGRESS,43,2024-02-16 12:12:00,,Customer documents verified
5712,5712,LOW,IN_PROGRESS,63,2024-01-02 12:22:00,,False positive
5713,5713,LOW,RESOLVED,16,2024-03-26 19:41:00,2024-04-21 19:41:00,Customer documents verified
5714,5714,LOW,CLOSED,161,2024-11-30 14:13:00,2024-12-01 14:13:00,Account temporarily blocked
5715,5715,LOW,RESOLVED,6,2024-01-01 06:05:00,2024-01-31 06:05:00,Escalated to compliance team
5716,5716,LOW,RESOLVED,10,2023-05-12 06:05:00,2023-05-30 06:05:00,Additional KYC completed
5717,5717,CRITICAL,RESOLVED,78,2025-05-24 12:59:00,2025-06-19 12:59:00,Account temporarily blocked
5718,5718,LOW,RESOLVED,15,2025-06-14 03:50:00,2025-07-03 03:50:00,Escalated to compliance team
5719,5719,CRITICAL,RESOLVED,92,2023-11-01 16:18:00,2023-11-08 16:18:00,Risk accepted
5720,5720,MEDIUM,RESOLVED,135,2025-02-13 15:38:00,2025-02-20 15:38:00,Additional KYC completed
5721,5721,MEDIUM,RESOLVED,61,2023-06-03 08:53:00,2023-06-24 08:53:00,Account temporarily blocked
5722,5722,LOW,CLOSED,38,2025-04-29 03:23:00,2025-05-17 03:23:00,Additional KYC completed
5723,5723,CRITICAL,OPEN,34,2023-07-12 16:55:00,,Account temporarily blocked
5724,5724,HIGH,IN_PROGRESS,94,2023-12-30 03:32:00,,Additional KYC completed
5725,5725,MEDIUM,RESOLVED,186,2024-04-23 21:26:00,2024-05-19 21:26:00,False positive
5726,5726,LOW,OPEN,132,2023-12-11 10:37:00,,False positive
5727,5727,MEDIUM,RESOLVED,78,2024-08-11 13:46:00,2024-09-07 13:46:00,Escalated to compliance team
5728,5728,MEDIUM,IN_PROGRESS,87,2025-01-29 16:29:00,,False positive
5729,5729,MEDIUM,IN_PROGRESS,150,2025-04-24 22:48:00,,Additional KYC completed
5730,5730,LOW,IN_PROGRESS,147,2023-04-28 22:54:00,,Customer documents verified
5731,5731,LOW,RESOLVED,86,2024-11-01 08:18:00,2024-11-11 08:18:00,False positive
5732,5732,HIGH,CLOSED,154,2024-03-30 13:38:00,2024-04-11 13:38:00,Additional KYC completed
5733,5733,MEDIUM,CLOSED,16,2025-03-30 06:23:00,2025-04-16 06:23:00,Account temporarily blocked
5734,5734,MEDIUM,RESOLVED,85,2025-02-13 22:08:00,2025-02-28 22:08:00,Escalated to compliance team
5735,5735,LOW,RESOLVED,148,2024-04-02 14:40:00,2024-04-18 14:40:00,Customer documents verified
5736,5736,LOW,RESOLVED,115,2024-01-14 09:56:00,2024-01-19 09:56:00,Customer documents verified
5737,5737,LOW,RESOLVED,153,2025-05-21 09:47:00,2025-06-16 09:47:00,Risk accepted
5738,5738,LOW,RESOLVED,85,2024-09-22 01:01:00,2024-10-15 01:01:00,Escalated to compliance team
5739,5739,MEDIUM,CLOSED,107,2024-09-06 09:35:00,2024-09-25 09:35:00,Risk accepted
5740,5740,MEDIUM,CLOSED,51,2023-09-29 23:54:00,2023-10-13 23:54:00,Additional KYC completed
5741,5741,MEDIUM,RESOLVED,40,2024-07-31 10:50:00,2024-08-28 10:50:00,Escalated to compliance team
5742,5742,LOW,IN_PROGRESS,44,2024-01-08 18:14:00,,Risk accepted
5743,5743,LOW,RESOLVED,78,2024-03-17 14:16:00,2024-04-12 14:16:00,False positive
5744,5744,MEDIUM,RESOLVED,174,2025-03-12 04:58:00,2025-03-17 04:58:00,Risk accepted
5745,5745,HIGH,CLOSED,29,2024-02-11 11:12:00,2024-02-21 11:12:00,Additional KYC completed
5746,5746,CRITICAL,OPEN,164,2024-10-04 06:17:00,,False positive
5747,5747,MEDIUM,CLOSED,75,2023-02-27 10:18:00,2023-03-10 10:18:00,Escalated to compliance team
5748,5748,CRITICAL,CLOSED,48,2023-12-31 19:21:00,2024-01-12 19:21:00,False positive
5749,5749,LOW,IN_PROGRESS,169,2024-03-10 17:42:00,,Risk accepted
5750,5750,HIGH,RESOLVED,157,2024-12-17 13:26:00,2025-01-04 13:26:00,Escalated to compliance team
5751,5751,MEDIUM,CLOSED,8,2025-02-15 00:19:00,2025-03-11 00:19:00,Account temporarily blocked
5752,5752,LOW,IN_PROGRESS,23,2024-03-03 22:03:00,,Escalated to compliance team
5753,5753,LOW,RESOLVED,161,2023-12-04 21:30:00,2023-12-29 21:30:00,Additional KYC completed
5754,5754,LOW,IN_PROGRESS,99,2024-08-15 14:37:00,,False positive
5755,5755,LOW,CLOSED,175,2025-03-08 19:43:00,2025-04-05 19:43:00,Risk accepted
5756,5756,MEDIUM,CLOSED,130,2023-02-06 16:36:00,2023-03-07 16:36:00,Account temporarily blocked
5757,5757,LOW,OPEN,95,2023-12-25 20:43:00,,Escalated to compliance team
5758,5758,LOW,RESOLVED,53,2025-03-20 17:12:00,2025-03-23 17:12:00,Customer documents verified
5759,5759,LOW,IN_PROGRESS,182,2023-02-14 05:25:00,,Customer documents verified
5760,5760,LOW,IN_PROGRESS,147,2024-12-03 21:46:00,,Risk accepted
5761,5761,CRITICAL,OPEN,171,2023-09-06 15:37:00,,Additional KYC completed
5762,5762,LOW,RESOLVED,168,2023-08-30 17:35:00,2023-09-16 17:35:00,False positive
5763,5763,LOW,IN_PROGRESS,116,2024-07-27 17:39:00,,Account temporarily blocked
5764,5764,LOW,RESOLVED,70,2023-04-12 13:49:00,2023-04-25 13:49:00,Customer documents verified
5765,5765,MEDIUM,IN_PROGRESS,24,2025-01-26 00:34:00,,Customer documents verified
5766,5766,LOW,RESOLVED,72,2023-10-29 05:47:00,2023-11-12 05:47:00,Customer documents verified
5767,5767,LOW,IN_PROGRESS,119,2025-01-15 13:19:00,,Additional KYC completed
5768,5768,HIGH,RESOLVED,154,2024-07-26 06:49:00,2024-08-01 06:49:00,Risk accepted
5769,5769,LOW,RESOLVED,24,2024-02-21 07:28:00,2024-03-13 07:28:00,Additional KYC completed
5770,5770,LOW,RESOLVED,157,2024-12-10 17:30:00,2025-01-07 17:30:00,Account temporarily blocked
5771,5771,LOW,RESOLVED,66,2023-06-22 09:24:00,2023-07-14 09:24:00,Risk accepted
5772,5772,MEDIUM,CLOSED,86,2025-04-15 19:13:00,2025-05-04 19:13:00,Customer documents verified
5773,5773,LOW,CLOSED,37,2023-04-05 10:21:00,2023-04-18 10:21:00,Customer documents verified
5774,5774,LOW,CLOSED,150,2024-09-21 08:00:00,2024-10-12 08:00:00,False positive
5775,5775,HIGH,CLOSED,151,2025-05-17 17:36:00,2025-05-26 17:36:00,Risk accepted
5776,5776,LOW,CLOSED,32,2024-02-04 13:42:00,2024-02-21 13:42:00,Additional KYC completed
5777,5777,HIGH,OPEN,38,2024-07-04 05:53:00,,Customer documents verified
5778,5778,LOW,CLOSED,99,2024-11-11 20:40:00,2024-12-02 20:40:00,Account temporarily blocked
5779,5779,MEDIUM,CLOSED,59,2024-05-17 04:11:00,2024-05-25 04:11:00,Risk accepted
5780,5780,CRITICAL,IN_PROGRESS,173,2024-12-24 17:49:00,,Additional KYC completed
5781,5781,LOW,RESOLVED,134,2023-03-07 06:32:00,2023-04-06 06:32:00,Escalated to compliance team
5782,5782,LOW,OPEN,85,2024-05-22 16:15:00,,Escalated to compliance team
5783,5783,LOW,CLOSED,199,2024-08-21 12:43:00,2024-09-19 12:43:00,Risk accepted
5784,5784,HIGH,CLOSED,96,2024-11-09 12:41:00,2024-12-09 12:41:00,Risk accepted
5785,5785,HIGH,RESOLVED,87,2024-05-29 12:35:00,2024-05-31 12:35:00,False positive
5786,5786,HIGH,CLOSED,167,2025-05-20 23:08:00,2025-06-10 23:08:00,Risk accepted
5787,5787,LOW,CLOSED,107,2023-09-25 20:16:00,2023-10-04 20:16:00,Customer documents verified
5788,5788,LOW,IN_PROGRESS,112,2023-06-19 14:02:00,,Escalated to compliance team
5789,5789,LOW,IN_PROGRESS,75,2023-07-17 08:51:00,,Customer documents verified
5790,5790,MEDIUM,RESOLVED,26,2023-03-31 21:32:00,2023-04-09 21:32:00,Escalated to compliance team
5791,5791,MEDIUM,IN_PROGRESS,24,2023-05-21 01:15:00,,Account temporarily blocked
5792,5792,HIGH,CLOSED,105,2024-06-24 11:42:00,2024-06-25 11:42:00,Escalated to compliance team
5793,5793,HIGH,IN_PROGRESS,141,2024-10-04 03:15:00,,Escalated to compliance team
5794,5794,CRITICAL,RESOLVED,48,2023-02-20 17:05:00,2023-02-27 17:05:00,Additional KYC completed
5795,5795,MEDIUM,CLOSED,182,2024-07-30 16:55:00,2024-08-28 16:55:00,Customer documents verified
5796,5796,LOW,RESOLVED,72,2023-07-10 15:42:00,2023-08-02 15:42:00,Customer documents verified
5797,5797,MEDIUM,OPEN,191,2023-08-01 06:35:00,,Account temporarily blocked
5798,5798,LOW,CLOSED,39,2024-09-22 02:47:00,2024-09-24 02:47:00,Customer documents verified
5799,5799,MEDIUM,IN_PROGRESS,168,2024-09-09 02:33:00,,Escalated to compliance team
5800,5800,LOW,RESOLVED,34,2024-08-17 13:23:00,2024-08-18 13:23:00,Risk accepted
5801,5801,MEDIUM,IN_PROGRESS,25,2023-01-20 22:11:00,,False positive
5802,5802,CRITICAL,IN_PROGRESS,50,2025-04-01 09:13:00,,False positive
5803,5803,HIGH,RESOLVED,185,2023-11-16 00:40:00,2023-12-10 00:40:00,Escalated to compliance team
5804,5804,MEDIUM,RESOLVED,40,2023-05-07 07:02:00,2023-05-08 07:02:00,Customer documents verified
5805,5805,LOW,RESOLVED,52,2023-04-22 12:35:00,2023-05-02 12:35:00,Risk accepted
5806,5806,HIGH,IN_PROGRESS,12,2023-04-23 09:28:00,,Escalated to compliance team
5807,5807,LOW,OPEN,23,2023-09-09 02:39:00,,Customer documents verified
5808,5808,HIGH,IN_PROGRESS,45,2024-02-28 13:26:00,,Customer documents verified
5809,5809,LOW,CLOSED,6,2023-07-26 12:05:00,2023-08-07 12:05:00,Risk accepted
5810,5810,LOW,RESOLVED,108,2025-02-20 04:16:00,2025-03-03 04:16:00,Risk accepted
5811,5811,MEDIUM,IN_PROGRESS,122,2023-05-23 01:43:00,,Additional KYC completed
5812,5812,LOW,RESOLVED,92,2023-02-28 04:29:00,2023-03-04 04:29:00,Additional KYC completed
5813,5813,LOW,RESOLVED,149,2025-05-15 21:59:00,2025-05-31 21:59:00,False positive
5814,5814,LOW,RESOLVED,134,2023-11-23 14:04:00,2023-11-29 14:04:00,False positive
5815,5815,LOW,CLOSED,47,2025-05-19 12:29:00,2025-06-08 12:29:00,Customer documents verified
5816,5816,MEDIUM,CLOSED,60,2024-01-09 06:36:00,2024-02-03 06:36:00,False positive
5817,5817,MEDIUM,RESOLVED,82,2024-10-06 11:17:00,2024-10-30 11:17:00,False positive
5818,5818,HIGH,RESOLVED,149,2025-06-10 13:21:00,2025-06-12 13:21:00,Escalated to compliance team
5819,5819,MEDIUM,OPEN,9,2023-07-12 04:55:00,,Customer documents verified
5820,5820,HIGH,RESOLVED,86,2023-10-05 05:25:00,2023-10-19 05:25:00,Additional KYC completed
5821,5821,LOW,OPEN,185,2024-12-01 10:47:00,,False positive
5822,5822,LOW,RESOLVED,182,2023-11-08 02:54:00,2023-12-07 02:54:00,Escalated to compliance team
5823,5823,LOW,RESOLVED,57,2024-07-11 16:02:00,2024-07-15 16:02:00,Customer documents verified
5824,5824,LOW,IN_PROGRESS,107,2023-10-19 12:49:00,,Customer documents verified
5825,5825,HIGH,IN_PROGRESS,95,2025-02-21 07:00:00,,Additional KYC completed
5826,5826,LOW,RESOLVED,139,2023-11-06 06:29:00,2023-11-08 06:29:00,Escalated to compliance team
5827,5827,MEDIUM,CLOSED,115,2023-05-03 12:49:00,2023-05-11 12:49:00,False positive
5828,5828,MEDIUM,OPEN,192,2024-10-17 20:09:00,,Escalated to compliance team
5829,5829,HIGH,CLOSED,160,2024-03-27 01:07:00,2024-04-07 01:07:00,Customer documents verified
5830,5830,LOW,CLOSED,161,2024-07-19 21:53:00,2024-08-16 21:53:00,Account temporarily blocked
5831,5831,HIGH,RESOLVED,96,2025-02-01 15:05:00,2025-02-28 15:05:00,Risk accepted
5832,5832,MEDIUM,IN_PROGRESS,10,2024-06-25 03:29:00,,Escalated to compliance team
5833,5833,CRITICAL,CLOSED,199,2024-09-10 03:31:00,2024-09-18 03:31:00,Account temporarily blocked
5834,5834,MEDIUM,RESOLVED,185,2023-09-02 00:48:00,2023-09-04 00:48:00,Escalated to compliance team
5835,5835,HIGH,RESOLVED,49,2025-04-25 18:05:00,2025-05-15 18:05:00,Customer documents verified
5836,5836,CRITICAL,RESOLVED,97,2025-01-04 20:04:00,2025-01-11 20:04:00,Escalated to compliance team
5837,5837,HIGH,RESOLVED,186,2024-10-21 15:01:00,2024-11-13 15:01:00,Escalated to compliance team
5838,5838,MEDIUM,RESOLVED,91,2023-02-14 12:22:00,2023-03-12 12:22:00,Customer documents verified
5839,5839,HIGH,IN_PROGRESS,120,2025-01-27 10:36:00,,False positive
5840,5840,HIGH,CLOSED,2,2024-11-10 15:54:00,2024-11-23 15:54:00,Account temporarily blocked
5841,5841,MEDIUM,CLOSED,166,2023-09-25 12:11:00,2023-10-11 12:11:00,Escalated to compliance team
5842,5842,MEDIUM,CLOSED,149,2024-03-11 04:41:00,2024-03-17 04:41:00,Additional KYC completed
5843,5843,LOW,OPEN,162,2025-04-18 05:26:00,,Additional KYC completed
5844,5844,MEDIUM,CLOSED,132,2024-01-28 23:52:00,2024-02-01 23:52:00,False positive
5845,5845,CRITICAL,CLOSED,57,2025-01-27 03:01:00,2025-02-25 03:01:00,Risk accepted
5846,5846,LOW,RESOLVED,147,2025-05-08 00:37:00,2025-05-27 00:37:00,False positive
5847,5847,LOW,RESOLVED,51,2025-04-14 17:04:00,2025-04-16 17:04:00,Customer documents verified
5848,5848,LOW,RESOLVED,172,2024-05-26 22:25:00,2024-06-12 22:25:00,Additional KYC completed
5849,5849,HIGH,RESOLVED,13,2024-12-07 16:29:00,2024-12-23 16:29:00,False positive
5850,5850,LOW,RESOLVED,34,2023-10-12 21:37:00,2023-11-04 21:37:00,False positive
5851,5851,HIGH,RESOLVED,154,2023-04-18 18:21:00,2023-05-09 18:21:00,Risk accepted
5852,5852,LOW,CLOSED,82,2023-11-10 13:01:00,2023-11-25 13:01:00,Account temporarily blocked
5853,5853,LOW,RESOLVED,152,2024-01-06 12:44:00,2024-01-28 12:44:00,Customer documents verified
5854,5854,HIGH,CLOSED,53,2023-06-02 01:22:00,2023-07-01 01:22:00,Escalated to compliance team
5855,5855,MEDIUM,CLOSED,190,2024-02-15 07:54:00,2024-03-13 07:54:00,Additional KYC completed
5856,5856,MEDIUM,RESOLVED,91,2024-04-15 09:46:00,2024-05-07 09:46:00,False positive
5857,5857,MEDIUM,OPEN,69,2023-02-19 15:22:00,,Additional KYC completed
5858,5858,MEDIUM,RESOLVED,142,2024-06-21 13:40:00,2024-07-03 13:40:00,Customer documents verified
5859,5859,MEDIUM,RESOLVED,73,2025-01-18 03:31:00,2025-01-27 03:31:00,Risk accepted
5860,5860,CRITICAL,IN_PROGRESS,160,2024-04-06 19:15:00,,Additional KYC completed
5861,5861,MEDIUM,RESOLVED,96,2024-11-25 10:41:00,2024-12-02 10:41:00,Risk accepted
5862,5862,LOW,RESOLVED,38,2024-09-10 18:37:00,2024-09-14 18:37:00,False positive
5863,5863,MEDIUM,IN_PROGRESS,66,2025-05-12 02:39:00,,Risk accepted
5864,5864,HIGH,OPEN,29,2024-10-17 18:07:00,,Account temporarily blocked
5865,5865,LOW,CLOSED,95,2023-04-02 18:26:00,2023-04-21 18:26:00,Customer documents verified
5866,5866,HIGH,RESOLVED,123,2024-11-25 01:13:00,2024-12-03 01:13:00,Account temporarily blocked
5867,5867,LOW,RESOLVED,189,2023-08-10 01:20:00,2023-08-27 01:20:00,Additional KYC completed
5868,5868,LOW,IN_PROGRESS,85,2025-03-12 15:23:00,,Customer documents verified
5869,5869,MEDIUM,OPEN,71,2024-03-09 22:10:00,,Account temporarily blocked
5870,5870,LOW,RESOLVED,41,2024-05-17 08:30:00,2024-05-21 08:30:00,Risk accepted
5871,5871,HIGH,OPEN,32,2024-08-28 21:37:00,,Risk accepted
5872,5872,MEDIUM,CLOSED,22,2023-08-25 18:10:00,2023-08-30 18:10:00,Risk accepted
5873,5873,CRITICAL,RESOLVED,63,2024-10-22 14:32:00,2024-11-20 14:32:00,Account temporarily blocked
5874,5874,MEDIUM,RESOLVED,195,2024-10-28 08:43:00,2024-11-25 08:43:00,Additional KYC completed
5875,5875,MEDIUM,IN_PROGRESS,170,2024-10-25 01:20:00,,Risk accepted
5876,5876,MEDIUM,CLOSED,53,2025-01-12 15:49:00,2025-01-15 15:49:00,False positive
5877,5877,MEDIUM,IN_PROGRESS,53,2023-05-09 21:19:00,,Escalated to compliance team
5878,5878,MEDIUM,RESOLVED,127,2023-09-11 16:59:00,2023-09-14 16:59:00,Escalated to compliance team
5879,5879,LOW,CLOSED,159,2023-02-02 18:09:00,2023-02-17 18:09:00,Escalated to compliance team
5880,5880,MEDIUM,RESOLVED,96,2024-06-11 01:46:00,2024-06-24 01:46:00,Risk accepted
5881,5881,MEDIUM,OPEN,51,2024-10-21 11:26:00,,Customer documents verified
5882,5882,HIGH,RESOLVED,118,2024-08-13 03:26:00,2024-09-11 03:26:00,False positive
5883,5883,LOW,IN_PROGRESS,147,2025-04-05 16:34:00,,Escalated to compliance team
5884,5884,HIGH,CLOSED,16,2023-08-22 18:41:00,2023-08-31 18:41:00,Additional KYC completed
5885,5885,MEDIUM,OPEN,192,2023-03-11 00:19:00,,Account temporarily blocked
5886,5886,LOW,OPEN,150,2024-04-30 08:39:00,,Customer documents verified
5887,5887,LOW,CLOSED,140,2023-04-28 00:06:00,2023-05-24 00:06:00,Additional KYC completed
5888,5888,MEDIUM,CLOSED,55,2024-09-21 13:39:00,2024-10-11 13:39:00,Customer documents verified
5889,5889,MEDIUM,IN_PROGRESS,83,2025-02-19 20:37:00,,Customer documents verified
5890,5890,LOW,RESOLVED,23,2024-06-25 09:50:00,2024-07-16 09:50:00,Escalated to compliance team
5891,5891,MEDIUM,CLOSED,102,2025-01-03 15:02:00,2025-01-13 15:02:00,False positive
5892,5892,LOW,CLOSED,176,2024-10-20 02:55:00,2024-11-03 02:55:00,Customer documents verified
5893,5893,CRITICAL,CLOSED,73,2024-01-29 05:19:00,2024-02-09 05:19:00,Risk accepted
5894,5894,LOW,OPEN,60,2023-06-16 00:58:00,,Escalated to compliance team
5895,5895,HIGH,IN_PROGRESS,44,2024-12-27 08:50:00,,Customer documents verified
5896,5896,MEDIUM,IN_PROGRESS,22,2024-11-10 07:36:00,,Risk accepted
5897,5897,LOW,IN_PROGRESS,16,2023-09-10 21:18:00,,Account temporarily blocked
5898,5898,MEDIUM,RESOLVED,107,2023-12-15 08:30:00,2024-01-08 08:30:00,False positive
5899,5899,CRITICAL,RESOLVED,14,2025-03-26 07:59:00,2025-04-23 07:59:00,Risk accepted
5900,5900,LOW,IN_PROGRESS,20,2024-08-14 11:06:00,,Escalated to compliance team
5901,5901,CRITICAL,RESOLVED,43,2024-10-09 23:05:00,2024-10-10 23:05:00,Escalated to compliance team
5902,5902,LOW,IN_PROGRESS,132,2024-10-10 03:31:00,,False positive
5903,5903,HIGH,IN_PROGRESS,136,2024-09-13 10:27:00,,Additional KYC completed
5904,5904,MEDIUM,OPEN,112,2023-12-10 08:07:00,,Risk accepted
5905,5905,MEDIUM,OPEN,153,2024-01-04 23:51:00,,False positive
5906,5906,MEDIUM,RESOLVED,113,2023-12-03 13:44:00,2023-12-14 13:44:00,Additional KYC completed
5907,5907,MEDIUM,IN_PROGRESS,44,2024-09-19 03:42:00,,Account temporarily blocked
5908,5908,HIGH,OPEN,152,2023-03-02 22:21:00,,Customer documents verified
5909,5909,MEDIUM,RESOLVED,27,2023-06-24 02:52:00,2023-06-28 02:52:00,Additional KYC completed
5910,5910,LOW,RESOLVED,29,2023-10-17 05:36:00,2023-11-06 05:36:00,Escalated to compliance team
5911,5911,HIGH,RESOLVED,93,2023-04-23 09:00:00,2023-04-30 09:00:00,Additional KYC completed
5912,5912,MEDIUM,RESOLVED,73,2024-12-21 12:57:00,2024-12-28 12:57:00,Customer documents verified
5913,5913,LOW,OPEN,42,2024-02-27 10:09:00,,Additional KYC completed
5914,5914,LOW,IN_PROGRESS,14,2023-02-01 03:28:00,,Account temporarily blocked
5915,5915,MEDIUM,RESOLVED,129,2024-06-02 20:19:00,2024-06-16 20:19:00,Account temporarily blocked
5916,5916,LOW,IN_PROGRESS,19,2024-06-17 12:25:00,,Additional KYC completed
5917,5917,HIGH,OPEN,32,2024-07-09 04:29:00,,Customer documents verified
5918,5918,CRITICAL,CLOSED,27,2024-11-08 12:29:00,2024-11-19 12:29:00,Risk accepted
5919,5919,CRITICAL,RESOLVED,81,2023-11-16 08:44:00,2023-11-20 08:44:00,Customer documents verified
5920,5920,MEDIUM,OPEN,25,2025-03-25 04:46:00,,False positive
5921,5921,LOW,IN_PROGRESS,27,2023-07-15 01:33:00,,Escalated to compliance team
5922,5922,CRITICAL,OPEN,75,2024-02-17 17:49:00,,Customer documents verified
5923,5923,HIGH,RESOLVED,38,2024-07-10 08:59:00,2024-07-11 08:59:00,Additional KYC completed
5924,5924,LOW,IN_PROGRESS,101,2025-06-16 23:58:00,,Risk accepted
5925,5925,HIGH,IN_PROGRESS,3,2025-05-03 02:40:00,,Customer documents verified
5926,5926,HIGH,CLOSED,41,2023-11-17 07:59:00,2023-12-12 07:59:00,Customer documents verified
5927,5927,MEDIUM,RESOLVED,99,2024-07-03 13:28:00,2024-07-30 13:28:00,False positive
5928,5928,MEDIUM,CLOSED,163,2023-11-15 04:39:00,2023-11-22 04:39:00,Additional KYC completed
5929,5929,HIGH,RESOLVED,110,2024-11-07 18:48:00,2024-11-28 18:48:00,Additional KYC completed
5930,5930,MEDIUM,OPEN,128,2024-02-09 15:19:00,,Risk accepted
5931,5931,MEDIUM,OPEN,46,2025-06-02 04:04:00,,Escalated to compliance team
5932,5932,HIGH,OPEN,179,2025-05-13 22:03:00,,False positive
5933,5933,MEDIUM,OPEN,194,2025-03-21 11:54:00,,Account temporarily blocked
5934,5934,HIGH,OPEN,36,2025-01-01 15:58:00,,Escalated to compliance team
