log_id,actor_id,actor_role,action,table_name,record_id,ip_address,session_id,log_time
4275,31,ANALYST,LOGIN,notifications,9178,192.168.250.196,SID759770,2024-05-30 05:46:45
4276,167,COMPLIANCE_OFFICER,TRANSACTION_CREATED,transactions,7620,192.168.217.64,SID149704,2023-11-30 20:30:32
4277,149,COMPLIANCE_OFFICER,KYC_REJECTED,compliance_alerts,6749,192.168.13.146,SID623782,2024-08-25 15:29:14
4278,84,FUND_MANAGER,LOGIN,users,4790,192.168.142.94,SID793905,2024-11-04 18:31:32
4279,154,ANALYST,CREATE_INVESTMENT,users,1339,192.168.8.238,SID562886,2023-02-17 14:45:08
4280,177,COMPLIANCE_OFFICER,KYC_REJECTED,compliance_checks,2421,192.168.229.133,SID266030,2024-09-18 07:45:11
4281,5,FUND_MANAGER,PROFILE_UPDATED,sip_schedules,1285,192.168.179.109,SID624157,2023-12-20 09:24:15
4282,82,COMPLIANCE_OFFICER,PROFILE_UPDATED,notifications,2697,192.168.142.206,SID768476,2023-05-04 02:29:28
4283,152,ANALYST,LOGIN,sip_schedules,118,192.168.253.85,SID846418,2023-11-20 17:05:45
4284,1,FUND_MANAGER,UPDATE_INVESTMENT,compliance_alerts,5550,192.168.244.37,SID558624,2023-11-19 06:44:35
4285,95,SUPER_ADMIN,TRANSACTION_CREATED,users,5722,192.168.42.205,SID299105,2024-06-18 06:55:39
4286,107,ANALYST,CREATE_INVESTMENT,funds,2106,192.168.54.82,SID506980,2025-05-22 01:26:38
4287,8,COMPLIANCE_OFFICER,TRANSACTION_CREATED,compliance_checks,3677,192.168.230.146,SID953773,2024-07-14 07:35:28
4288,186,COMPLIANCE_OFFICER,DELETE_INVESTMENT,funds,3649,192.168.242.27,SID602732,2024-07-24 04:07:18
4289,110,COMPLIANCE_OFFICER,PROFILE_UPDATED,users,8671,192.168.190.136,SID326231,2023-09-05 00:55:56
4290,175,COMPLIANCE_OFFICER,KYC_REJECTED,funds,6937,192.168.226.42,SID308615,2023-02-04 13:35:16
4291,171,ANALYST,LOGIN,compliance_alerts,7780,192.168.246.96,SID466892,2024-07-02 12:27:21
4292,63,FUND_MANAGER,DELETE_INVESTMENT,funds,50,192.168.163.242,SID881241,2024-07-31 11:28:50
4293,114,ANALYST,CREATE_INVESTMENT,compliance_checks,196,192.168.150.11,SID287522,2025-02-14 20:42:56
4294,192,SUPER_ADMIN,LOGIN,compliance_checks,5331,192.168.229.39,SID321490,2023-12-03 22:52:51
4295,194,FUND_MANAGER,TRANSACTION_CREATED,investments,762,192.168.10.40,SID402126,2023-12-17 15:32:18
4296,22,FUND_MANAGER,LOGIN,notifications,4964,192.168.125.30,SID525792,2023-04-27 00:50:18
4297,31,ANALYST,LOGOUT,funds,5625,192.168.187.162,SID500982,2024-01-24 00:33:42
4298,73,SUPER_ADMIN,DELETE_INVESTMENT,notifications,5838,192.168.23.11,SID143443,2024-03-23 02:14:41
4299,78,SUPER_ADMIN,PASSWORD_CHANGED,investments,2132,192.168.244.6,SID525866,2025-06-11 09:21:35
4300,10,ANALYST,DELETE_INVESTMENT,sip_schedules,3965,192.168.170.112,SID780656,2025-06-14 18:39:43
4301,167,SUPER_ADMIN,UPDATE_INVESTMENT,compliance_alerts,3460,192.168.111.104,SID407108,2023-12-23 23:44:54
4302,78,FUND_MANAGER,KYC_APPROVED,funds,7939,192.168.19.135,SID864988,2024-05-13 04:55:10
4303,196,FUND_MANAGER,CREATE_INVESTMENT,sip_schedules,4459,192.168.208.103,SID836465,2023-08-15 07:22:04
4304,198,SUPER_ADMIN,LOGIN,sip_schedules,5849,192.168.108.152,SID844546,2023-09-11 21:38:02
4305,186,ANALYST,TRANSACTION_CREATED,investments,5181,192.168.53.78,SID110743,2024-07-15 00:17:44
4306,190,ANALYST,LOGIN,notifications,3454,192.168.37.128,SID964692,2024-12-04 18:24:07
4307,102,ANALYST,PASSWORD_CHANGED,funds,3652,192.168.9.59,SID999605,2023-01-15 18:32:07
4308,155,SUPER_ADMIN,CREATE_INVESTMENT,funds,5978,192.168.27.26,SID499530,2024-10-03 17:18:24
4309,105,ANALYST,CREATE_INVESTMENT,compliance_checks,7196,192.168.118.29,SID262306,2023-09-16 10:16:59
4310,28,COMPLIANCE_OFFICER,TRANSACTION_CREATED,compliance_alerts,9724,192.168.231.102,SID280580,2025-06-05 11:14:26
4311,150,FUND_MANAGER,TRANSACTION_CREATED,sip_schedules,8001,192.168.143.94,SID138928,2025-02-27 05:50:48
4312,166,ANALYST,LOGOUT,notifications,3794,192.168.112.23,SID895286,2024-07-22 01:40:36
4313,109,SUPER_ADMIN,DELETE_INVESTMENT,investments,6270,192.168.42.68,SID974802,2023-12-11 15:06:59
4314,107,FUND_MANAGER,LOGIN,sip_schedules,4301,192.168.53.95,SID294358,2025-02-27 08:28:05
4315,175,COMPLIANCE_OFFICER,PROFILE_UPDATED,compliance_alerts,9766,192.168.146.187,SID487040,2024-03-16 08:18:22
4316,147,SUPER_ADMIN,UPDATE_INVESTMENT,notifications,9138,192.168.22.66,SID723836,2023-09-21 02:42:43
4317,35,SUPER_ADMIN,PROFILE_UPDATED,transactions,8972,192.168.98.114,SID358505,2024-06-02 15:53:27
4318,189,COMPLIANCE_OFFICER,DELETE_INVESTMENT,investments,7787,192.168.213.1,SID839281,2024-08-31 12:59:20
4319,174,SUPER_ADMIN,DELETE_INVESTMENT,compliance_alerts,4285,192.168.138.1,SID935460,2025-03-31 15:18:42
4320,49,FUND_MANAGER,UPDATE_INVESTMENT,sip_schedules,2539,192.168.166.91,SID458074,2023-06-24 13:44:07
4321,37,ANALYST,CREATE_INVESTMENT,funds,3405,192.168.130.241,SID228850,2024-01-30 02:35:12
4322,19,SUPER_ADMIN,PROFILE_UPDATED,compliance_checks,4476,192.168.67.223,SID758956,2025-06-02 22:23:22
4323,87,SUPER_ADMIN,KYC_APPROVED,compliance_alerts,8867,192.168.31.131,SID387173,2024-01-06 04:55:30
4324,179,SUPER_ADMIN,TRANSACTION_CREATED,investments,7714,192.168.36.39,SID510298,2024-10-24 16:59:11
4325,178,COMPLIANCE_OFFICER,PROFILE_UPDATED,transactions,8008,192.168.53.188,SID921051,2023-07-12 06:19:02
4326,41,ANALYST,UPDATE_INVESTMENT,transactions,2534,192.168.209.33,SID570627,2023-09-12 04:26:30
4327,75,ANALYST,PROFILE_UPDATED,compliance_checks,8301,192.168.63.149,SID765383,2024-04-02 23:27:28
4328,138,ANALYST,TRANSACTION_CREATED,sip_schedules,9562,192.168.77.250,SID703117,2025-05-14 09:48:24
4329,50,SUPER_ADMIN,UPDATE_INVESTMENT,compliance_alerts,8012,192.168.177.164,SID618945,2023-10-24 08:38:39
4330,104,ANALYST,PASSWORD_CHANGED,sip_schedules,9889,192.168.2.233,SID820104,2023-06-10 23:48:56
4331,109,ANALYST,PASSWORD_CHANGED,transactions,3060,192.168.16.49,SID179316,2023-12-05 07:25:41
4332,183,COMPLIANCE_OFFICER,LOGOUT,notifications,7376,192.168.7.88,SID355145,2024-02-11 03:57:45
4333,142,COMPLIANCE_OFFICER,UPDATE_INVESTMENT,transactions,1669,192.168.163.204,SID797037,2023-11-06 01:58:13
4334,27,ANALYST,KYC_REJECTED,sip_schedules,8857,192.168.5.41,SID361652,2025-01-15 03:32:01
4335,31,COMPLIANCE_OFFICER,PASSWORD_CHANGED,compliance_checks,3178,192.168.36.29,SID470788,2024-03-09 04:34:03
4336,145,ANALYST,PASSWORD_CHANGED,funds,5890,192.168.248.63,SID372724,2023-10-10 21:57:15
4337,149,SUPER_ADMIN,LOGIN,compliance_alerts,6985,192.168.6.129,SID540652,2025-04-08 02:55:20
4338,98,FUND_MANAGER,LOGIN,sip_schedules,6508,192.168.19.244,SID248004,2025-05-16 05:15:45
4339,37,FUND_MANAGER,TRANSACTION_CREATED,investments,2370,192.168.172.27,SID769335,2024-02-25 20:11:51
4340,110,SUPER_ADMIN,UPDATE_INVESTMENT,compliance_checks,707,192.168.212.33,SID168220,2025-03-11 17:44:09
4341,20,FUND_MANAGER,TRANSACTION_CREATED,notifications,290,192.168.202.35,SID843541,2023-03-03 16:18:02
4342,145,ANALYST,KYC_APPROVED,investments,6925,192.168.202.108,SID492344,2024-09-21 16:04:02
4343,142,SUPER_ADMIN,KYC_REJECTED,investments,1864,192.168.148.11,SID564020,2023-02-20 17:13:26
4344,135,ANALYST,LOGOUT,sip_schedules,3239,192.168.9.50,SID749195,2023-08-20 15:12:03
4345,7,SUPER_ADMIN,KYC_APPROVED,compliance_alerts,2902,192.168.203.204,SID141484,2023-01-11 19:57:09
4346,167,FUND_MANAGER,TRANSACTION_CREATED,sip_schedules,8416,192.168.167.229,SID785010,2024-05-08 00:40:11
4347,137,COMPLIANCE_OFFICER,LOGOUT,transactions,2757,192.168.236.59,SID658837,2024-04-04 19:33:45
4348,153,COMPLIANCE_OFFICER,CREATE_INVESTMENT,investments,9420,192.168.232.172,SID811984,2023-05-01 10:11:09
4349,29,FUND_MANAGER,PROFILE_UPDATED,transactions,9023,192.168.151.126,SID908300,2023-06-28 10:16:02
4350,22,ANALYST,DELETE_INVESTMENT,compliance_checks,9833,192.168.137.117,SID672604,2024-01-12 09:15:41
4351,162,COMPLIANCE_OFFICER,DELETE_INVESTMENT,compliance_alerts,3551,192.168.204.106,SID727733,2023-02-23 01:30:52
4352,90,FUND_MANAGER,KYC_APPROVED,users,4590,192.168.172.140,SID355861,2025-05-05 16:15:30
4353,4,ANALYST,TRANSACTION_CREATED,users,9521,192.168.27.188,SID297431,2024-07-06 15:23:02
4354,25,SUPER_ADMIN,UPDATE_INVESTMENT,compliance_checks,9627,192.168.1.73,SID302318,2023-04-29 14:50:09
4355,194,FUND_MANAGER,KYC_REJECTED,compliance_alerts,4336,192.168.9.30,SID151129,2023-08-03 07:07:51
4356,24,COMPLIANCE_OFFICER,UPDATE_INVESTMENT,compliance_checks,3041,192.168.3.218,SID555898,2023-03-27 09:25:01
4357,14,COMPLIANCE_OFFICER,LOGOUT,compliance_alerts,4528,192.168.66.195,SID505095,2023-06-20 05:51:24
4358,98,SUPER_ADMIN,DELETE_INVESTMENT,users,9007,192.168.79.49,SID210523,2024-02-13 07:14:07
4359,177,ANALYST,LOGOUT,sip_schedules,5185,192.168.238.236,SID874343,2023-01-08 02:30:05
4360,29,FUND_MANAGER,LOGIN,funds,9798,192.168.5.2,SID982382,2023-09-14 01:21:48
4361,113,COMPLIANCE_OFFICER,KYC_APPROVED,investments,6836,192.168.115.94,SID727154,2025-04-29 10:26:49
4362,111,COMPLIANCE_OFFICER,KYC_APPROVED,investments,4322,192.168.56.62,SID783839,2024-01-13 02:30:51
4363,135,ANALYST,TRANSACTION_CREATED,funds,891,192.168.203.107,SID442395,2023-01-29 04:45:11
4364,76,COMPLIANCE_OFFICER,UPDATE_INVESTMENT,compliance_checks,7304,192.168.225.114,SID401516,2025-01-30 13:01:10
4365,12,FUND_MANAGER,TRANSACTION_CREATED,funds,8166,192.168.172.50,SID258501,2023-03-25 21:19:37
4366,175,ANALYST,KYC_APPROVED,investments,6452,192.168.62.81,SID652519,2023-05-12 22:31:55
4367,135,SUPER_ADMIN,KYC_REJECTED,transactions,1617,192.168.244.249,SID211033,2024-04-20 16:39:45
4368,67,COMPLIANCE_OFFICER,DELETE_INVESTMENT,funds,2576,192.168.149.180,SID945116,2023-11-21 03:05:04
4369,79,ANALYST,TRANSACTION_CREATED,transactions,1219,192.168.104.114,SID177966,2024-05-27 09:23:56
4370,183,FUND_MANAGER,LOGOUT,users,6716,192.168.205.153,SID436777,2025-01-28 15:57:53
4371,139,FUND_MANAGER,TRANSACTION_CREATED,users,3147,192.168.130.2,SID228184,2023-11-14 10:41:03
4372,104,SUPER_ADMIN,TRANSACTION_CREATED,users,6340,192.168.53.53,SID781837,2024-10-27 02:59:31
4373,173,COMPLIANCE_OFFICER,TRANSACTION_CREATED,transactions,8721,192.168.113.220,SID194869,2025-06-16 01:07:06
4374,167,SUPER_ADMIN,TRANSACTION_CREATED,investments,486,192.168.125.247,SID433343,2024-11-11 16:40:53
4375,109,FUND_MANAGER,LOGIN,users,1043,192.168.32.171,SID912220,2024-04-26 18:24:22
4376,82,FUND_MANAGER,CREATE_INVESTMENT,compliance_alerts,938,192.168.224.142,SID959732,2025-05-22 20:59:47
4377,108,FUND_MANAGER,UPDATE_INVESTMENT,sip_schedules,2827,192.168.155.246,SID792891,2023-06-02 09:04:07
4378,65,ANALYST,KYC_APPROVED,sip_schedules,6485,192.168.223.37,SID388096,2024-12-25 02:53:07
4379,59,SUPER_ADMIN,KYC_REJECTED,sip_schedules,2070,192.168.37.204,SID183083,2025-02-09 16:09:08
4380,15,COMPLIANCE_OFFICER,PASSWORD_CHANGED,compliance_checks,1603,192.168.173.158,SID256036,2024-03-08 16:16:25
4381,109,ANALYST,KYC_APPROVED,investments,1059,192.168.253.74,SID545317,2023-09-01 08:58:44
4382,60,SUPER_ADMIN,KYC_REJECTED,sip_schedules,9511,192.168.161.3,SID551043,2023-09-21 10:12:48
4383,74,SUPER_ADMIN,LOGOUT,transactions,7796,192.168.53.239,SID334635,2023-02-04 10:41:52
4384,109,COMPLIANCE_OFFICER,LOGOUT,users,8133,192.168.23.164,SID607018,2024-10-19 21:18:41
4385,176,FUND_MANAGER,TRANSACTION_CREATED,compliance_alerts,877,192.168.57.143,SID939624,2024-07-02 13:36:53
4386,71,SUPER_ADMIN,KYC_APPROVED,sip_schedules,4645,192.168.250.79,SID978511,2025-02-23 16:14:00
4387,180,COMPLIANCE_OFFICER,KYC_APPROVED,notifications,4074,192.168.221.195,SID732272,2024-05-25 07:15:17
4388,110,FUND_MANAGER,CREATE_INVESTMENT,compliance_checks,3956,192.168.39.171,SID947931,2024-05-04 01:06:42
4389,82,SUPER_ADMIN,DELETE_INVESTMENT,users,9233,192.168.109.122,SID119441,2025-05-11 22:30:51
4390,84,ANALYST,PASSWORD_CHANGED,notifications,4402,192.168.9.189,SID750278,2023-03-26 23:07:33
4391,84,FUND_MANAGER,LOGIN,compliance_checks,7915,192.168.78.129,SID170695,2024-01-03 05:36:01
4392,40,ANALYST,KYC_REJECTED,users,6500,192.168.105.190,SID735797,2024-06-27 08:28:46
4393,74,SUPER_ADMIN,KYC_REJECTED,funds,1481,192.168.177.221,SID382495,2024-09-12 20:57:11
4394,163,ANALYST,CREATE_INVESTMENT,notifications,8402,192.168.13.131,SID658619,2023-02-06 22:46:46
4395,101,COMPLIANCE_OFFICER,LOGOUT,funds,2460,192.168.60.118,SID710866,2025-01-23 23:41:03
4396,142,COMPLIANCE_OFFICER,CREATE_INVESTMENT,transactions,3956,192.168.41.48,SID445320,2023-12-07 19:08:56
4397,89,SUPER_ADMIN,UPDATE_INVESTMENT,compliance_checks,7028,192.168.63.109,SID283357,2024-02-04 15:31:08
4398,67,SUPER_ADMIN,UPDATE_INVESTMENT,sip_schedules,2859,192.168.254.168,SID842803,2024-12-06 14:44:07
4399,81,ANALYST,UPDATE_INVESTMENT,notifications,4168,192.168.92.233,SID922460,2024-05-21 06:09:12
4400,185,COMPLIANCE_OFFICER,LOGIN,sip_schedules,3034,192.168.17.113,SID722768,2023-04-14 21:57:19
4401,95,ANALYST,LOGOUT,sip_schedules,2351,192.168.175.13,SID794693,2023-09-02 15:16:07
4402,85,COMPLIANCE_OFFICER,LOGIN,compliance_checks,5881,192.168.251.127,SID737319,2023-12-04 18:08:42
4403,102,FUND_MANAGER,CREATE_INVESTMENT,notifications,3455,192.168.235.150,SID465151,2025-03-30 22:38:14
4404,185,SUPER_ADMIN,KYC_REJECTED,funds,2092,192.168.76.22,SID350980,2024-04-09 04:14:33
4405,163,SUPER_ADMIN,UPDATE_INVESTMENT,transactions,832,192.168.54.8,SID598518,2023-11-25 03:06:42
4406,174,SUPER_ADMIN,CREATE_INVESTMENT,sip_schedules,6636,192.168.142.245,SID650786,2023-12-03 06:23:48
4407,27,COMPLIANCE_OFFICER,UPDATE_INVESTMENT,investments,2067,192.168.92.59,SID997688,2025-05-02 09:45:46
4408,64,FUND_MANAGER,TRANSACTION_CREATED,users,9430,192.168.155.54,SID713172,2023-06-24 01:35:30
4409,4,FUND_MANAGER,PASSWORD_CHANGED,notifications,8507,192.168.105.123,SID747988,2025-04-30 03:15:30
4410,109,COMPLIANCE_OFFICER,CREATE_INVESTMENT,compliance_alerts,887,192.168.3.159,SID949040,2023-06-23 03:14:07
4411,96,SUPER_ADMIN,PROFILE_UPDATED,transactions,1221,192.168.229.216,SID669855,2024-09-02 06:28:04
4412,140,COMPLIANCE_OFFICER,PASSWORD_CHANGED,users,3234,192.168.227.164,SID391825,2023-11-05 08:45:38
4413,60,SUPER_ADMIN,LOGOUT,transactions,3423,192.168.228.16,SID803744,2024-10-27 14:56:47
4414,44,FUND_MANAGER,KYC_APPROVED,compliance_checks,5056,192.168.15.113,SID997918,2023-09-14 18:17:25
4415,60,FUND_MANAGER,KYC_APPROVED,investments,3350,192.168.135.142,SID858689,2024-05-14 00:00:20
4416,131,SUPER_ADMIN,PASSWORD_CHANGED,investments,9252,192.168.118.133,SID437653,2023-04-14 21:07:49
4417,137,FUND_MANAGER,TRANSACTION_CREATED,notifications,9693,192.168.84.247,SID457156,2023-03-01 04:46:58
4418,57,ANALYST,LOGOUT,compliance_checks,6983,192.168.150.26,SID436726,2024-06-11 15:47:22
4419,9,ANALYST,LOGIN,compliance_alerts,6734,192.168.213.175,SID617386,2025-05-20 07:13:47
4420,179,ANALYST,UPDATE_INVESTMENT,transactions,1485,192.168.51.147,SID927082,2023-03-04 20:56:42
4421,24,SUPER_ADMIN,PROFILE_UPDATED,compliance_checks,5521,192.168.112.7,SID723871,2023-03-12 22:27:44
4422,30,COMPLIANCE_OFFICER,DELETE_INVESTMENT,users,3775,192.168.249.127,SID753020,2023-09-08 15:13:46
4423,56,ANALYST,PROFILE_UPDATED,transactions,451,192.168.212.25,SID950133,2023-03-21 14:00:49
4424,14,SUPER_ADMIN,DELETE_INVESTMENT,compliance_checks,8477,192.168.66.12,SID599979,2024-07-05 18:08:56
4425,70,ANALYST,DELETE_INVESTMENT,investments,4892,192.168.220.144,SID383132,2023-05-28 03:25:11
4426,83,SUPER_ADMIN,KYC_REJECTED,compliance_checks,2203,192.168.12.86,SID851309,2024-05-04 07:09:23
4427,113,SUPER_ADMIN,CREATE_INVESTMENT,users,7378,192.168.81.233,SID884374,2023-08-13 12:51:58
4428,123,SUPER_ADMIN,UPDATE_INVESTMENT,compliance_checks,5257,192.168.5.236,SID663200,2025-01-15 01:39:22
4429,107,FUND_MANAGER,DELETE_INVESTMENT,compliance_checks,7135,192.168.167.244,SID838243,2023-04-12 18:38:48
4430,138,SUPER_ADMIN,TRANSACTION_CREATED,sip_schedules,4824,192.168.94.9,SID429875,2024-04-02 23:44:46
4431,93,SUPER_ADMIN,KYC_APPROVED,compliance_checks,6879,192.168.247.205,SID394238,2023-09-24 01:59:40
4432,13,SUPER_ADMIN,KYC_REJECTED,notifications,5177,192.168.124.10,SID125204,2023-01-10 18:50:11
4433,161,SUPER_ADMIN,DELETE_INVESTMENT,users,5720,192.168.26.100,SID760685,2023-03-15 07:56:16
4434,66,FUND_MANAGER,KYC_REJECTED,compliance_checks,5069,192.168.131.2,SID151405,2024-05-05 00:36:04
4435,10,SUPER_ADMIN,DELETE_INVESTMENT,compliance_alerts,4176,192.168.183.65,SID753546,2023-01-14 01:56:18
4436,55,FUND_MANAGER,PASSWORD_CHANGED,notifications,5751,192.168.87.93,SID526023,2024-04-18 12:33:50
4437,149,COMPLIANCE_OFFICER,DELETE_INVESTMENT,compliance_alerts,6964,192.168.68.81,SID565025,2023-01-20 09:57:35
4438,136,SUPER_ADMIN,TRANSACTION_CREATED,compliance_checks,1297,192.168.45.253,SID631777,2024-03-08 01:05:12
4439,28,ANALYST,KYC_APPROVED,investments,6110,192.168.30.143,SID807827,2023-04-25 05:42:57
4440,155,SUPER_ADMIN,DELETE_INVESTMENT,transactions,1784,192.168.173.241,SID122580,2023-05-01 11:36:21
4441,66,SUPER_ADMIN,KYC_REJECTED,sip_schedules,7882,192.168.247.220,SID903461,2024-03-25 02:49:31
4442,49,SUPER_ADMIN,LOGIN,transactions,2561,192.168.126.32,SID712303,2025-01-09 21:24:56
4443,42,FUND_MANAGER,DELETE_INVESTMENT,compliance_alerts,1633,192.168.211.131,SID366316,2024-04-14 12:30:03
4444,108,FUND_MANAGER,KYC_APPROVED,investments,4118,192.168.157.22,SID796544,2023-10-27 08:24:37
4445,198,SUPER_ADMIN,LOGOUT,transactions,7274,192.168.65.70,SID882112,2024-07-09 07:11:32
4446,127,COMPLIANCE_OFFICER,PROFILE_UPDATED,notifications,5319,192.168.47.184,SID379083,2024-11-30 21:17:49
4447,148,FUND_MANAGER,LOGIN,users,9412,192.168.158.99,SID456261,2025-05-04 09:33:58
4448,104,COMPLIANCE_OFFICER,PROFILE_UPDATED,investments,4739,192.168.253.144,SID119172,2025-05-21 17:16:57
4449,123,ANALYST,TRANSACTION_CREATED,compliance_alerts,4173,192.168.240.237,SID315773,2024-10-21 15:48:15
4450,64,FUND_MANAGER,CREATE_INVESTMENT,compliance_checks,1828,192.168.51.219,SID664154,2024-04-08 16:02:20
4451,138,ANALYST,DELETE_INVESTMENT,notifications,7131,192.168.234.111,SID545752,2024-04-10 03:27:08
4452,178,SUPER_ADMIN,PROFILE_UPDATED,funds,9854,192.168.97.229,SID482500,2024-12-11 12:48:03
4453,33,FUND_MANAGER,PROFILE_UPDATED,transactions,1856,192.168.229.112,SID707514,2023-06-17 12:53:16
4454,91,ANALYST,TRANSACTION_CREATED,compliance_checks,9424,192.168.59.7,SID758873,2024-05-23 00:33:50
4455,55,ANALYST,TRANSACTION_CREATED,users,4965,192.168.142.201,SID566965,2024-01-19 20:27:46
4456,29,FUND_MANAGER,LOGIN,compliance_checks,7378,192.168.239.242,SID158096,2024-05-03 15:58:52
4457,179,SUPER_ADMIN,KYC_APPROVED,compliance_checks,4622,192.168.131.159,SID395881,2023-05-19 11:47:01
4458,159,FUND_MANAGER,TRANSACTION_CREATED,compliance_checks,2166,192.168.189.100,SID760529,2023-02-06 20:53:50
4459,69,FUND_MANAGER,KYC_APPROVED,compliance_checks,5519,192.168.242.100,SID973931,2023-08-10 15:16:58
4460,62,FUND_MANAGER,DELETE_INVESTMENT,investments,53,192.168.170.7,SID692752,2025-02-09 21:26:13
4461,176,ANALYST,CREATE_INVESTMENT,notifications,7703,192.168.66.136,SID755388,2023-12-16 06:49:00
4462,122,ANALYST,PROFILE_UPDATED,compliance_checks,8316,192.168.254.16,SID852236,2024-12-24 22:49:09
4463,41,ANALYST,KYC_REJECTED,users,3847,192.168.209.237,SID544249,2024-07-22 18:17:53
4464,163,COMPLIANCE_OFFICER,TRANSACTION_CREATED,compliance_alerts,5018,192.168.135.139,SID280857,2025-04-10 19:34:01
4465,74,COMPLIANCE_OFFICER,KYC_APPROVED,users,928,192.168.246.155,SID971412,2024-10-18 19:52:51
4466,58,ANALYST,TRANSACTION_CREATED,notifications,8610,192.168.131.36,SID391707,2024-02-12 03:27:22
4467,145,SUPER_ADMIN,PROFILE_UPDATED,funds,6384,192.168.98.242,SID813402,2024-05-17 03:26:18
4468,176,ANALYST,CREATE_INVESTMENT,compliance_checks,9952,192.168.90.89,SID137827,2024-03-14 18:21:01
4469,90,ANALYST,PROFILE_UPDATED,notifications,8687,192.168.31.123,SID755236,2023-04-12 12:38:04
4470,123,SUPER_ADMIN,LOGIN,funds,3223,192.168.110.194,SID991255,2024-06-05 04:13:03
4471,149,SUPER_ADMIN,CREATE_INVESTMENT,transactions,7870,192.168.153.60,SID286489,2025-02-06 09:52:47
4472,184,COMPLIANCE_OFFICER,DELETE_INVESTMENT,sip_schedules,1601,192.168.1.24,SID830547,2025-05-01 13:36:55
4473,91,SUPER_ADMIN,LOGOUT,investments,9378,192.168.153.108,SID375610,2024-01-24 21:36:40
4474,139,COMPLIANCE_OFFICER,PASSWORD_CHANGED,notifications,9824,192.168.48.68,SID555759,2023-02-10 07:04:06
4475,22,COMPLIANCE_OFFICER,LOGIN,transactions,3777,192.168.30.95,SID732016,2024-01-01 18:22:06
4476,166,FUND_MANAGER,CREATE_INVESTMENT,transactions,9404,192.168.148.212,SID298060,2024-01-30 13:43:27
4477,124,FUND_MANAGER,DELETE_INVESTMENT,investments,8682,192.168.153.99,SID354108,2024-07-25 21:13:46
4478,79,FUND_MANAGER,LOGIN,transactions,160,192.168.91.224,SID570341,2024-04-30 23:30:15
4479,21,ANALYST,PROFILE_UPDATED,transactions,1223,192.168.205.41,SID475128,2024-05-01 04:43:50
4480,41,ANALYST,TRANSACTION_CREATED,investments,4554,192.168.156.173,SID911624,2023-02-17 10:22:12
4481,120,COMPLIANCE_OFFICER,KYC_REJECTED,notifications,7986,192.168.123.188,SID634983,2024-12-20 16:15:44
4482,69,SUPER_ADMIN,CREATE_INVESTMENT,compliance_alerts,7249,192.168.84.130,SID611278,2025-06-19 21:33:36
4483,138,ANALYST,PROFILE_UPDATED,funds,853,192.168.150.5,SID564638,2024-05-06 08:31:50
4484,43,ANALYST,PROFILE_UPDATED,compliance_alerts,5137,192.168.93.214,SID885748,2024-01-24 22:55:54
4485,125,COMPLIANCE_OFFICER,LOGOUT,users,2306,192.168.9.74,SID121168,2023-10-16 03:47:20
4486,3,ANALYST,LOGOUT,funds,2207,192.168.143.64,SID924928,2023-09-28 02:45:57
4487,47,ANALYST,KYC_APPROVED,notifications,8669,192.168.51.75,SID750456,2024-12-05 07:29:03
4488,82,SUPER_ADMIN,LOGOUT,transactions,6063,192.168.107.232,SID166165,2024-02-10 07:51:22
4489,30,FUND_MANAGER,PASSWORD_CHANGED,sip_schedules,6052,192.168.202.114,SID984310,2024-11-08 02:01:56
4490,123,SUPER_ADMIN,LOGIN,funds,7556,192.168.140.146,SID299814,2023-08-19 02:52:14
4491,8,ANALYST,UPDATE_INVESTMENT,users,3030,192.168.53.181,SID834211,2023-04-05 14:23:26
4492,55,COMPLIANCE_OFFICER,PROFILE_UPDATED,notifications,726,192.168.42.216,SID105968,2025-05-20 14:13:29
4493,145,COMPLIANCE_OFFICER,KYC_REJECTED,investments,1258,192.168.80.236,SID267029,2023-04-11 21:56:18
4494,4,SUPER_ADMIN,KYC_REJECTED,funds,3420,192.168.195.86,SID383035,2025-01-13 21:57:16
4495,104,SUPER_ADMIN,CREATE_INVESTMENT,compliance_checks,1393,192.168.138.64,SID457974,2025-05-16 22:37:27
4496,71,ANALYST,LOGOUT,funds,9128,192.168.15.202,SID134124,2024-07-09 23:02:53
4497,81,COMPLIANCE_OFFICER,LOGOUT,funds,9375,192.168.167.157,SID952177,2023-11-07 10:03:05
4498,39,ANALYST,KYC_REJECTED,transactions,4490,192.168.253.125,SID736434,2024-10-04 13:03:53
4499,84,FUND_MANAGER,PASSWORD_CHANGED,compliance_checks,6161,192.168.76.82,SID595132,2024-03-23 13:03:54
4500,44,COMPLIANCE_OFFICER,DELETE_INVESTMENT,compliance_alerts,4276,192.168.29.100,SID719354,2023-12-25 00:53:17
4501,178,ANALYST,LOGOUT,notifications,5530,192.168.132.226,SID211037,2025-06-16 08:42:47
4502,199,ANALYST,LOGOUT,funds,4917,192.168.49.98,SID158213,2025-01-26 16:10:31
4503,146,ANALYST,KYC_APPROVED,compliance_checks,8030,192.168.21.143,SID278681,2024-01-13 17:01:04
4504,98,FUND_MANAGER,LOGIN,sip_schedules,4438,192.168.148.24,SID413522,2024-02-16 15:47:35
4505,67,COMPLIANCE_OFFICER,KYC_REJECTED,notifications,308,192.168.31.180,SID463382,2023-10-13 23:08:39
4506,32,COMPLIANCE_OFFICER,TRANSACTION_CREATED,compliance_alerts,2897,192.168.210.131,SID364310,2025-05-18 01:04:21
