transaction_id,investment_id,user_id,fund_id,transaction_type,amount,units,nav,stamp_duty,exit_load,settlement_date,status,created_at
6168,6168,7191,181,SWP,2000,31.1042,64.3,0.1,20.0,2024-12-17,SUCCESS,2024-12-17 13:33:00
6169,6169,5446,52,PURCHASE,500,4.098,122.01,0.03,0.0,2022-10-18,FAILED,2022-10-18 16:54:00
6170,6170,3914,248,STP,2000,8.2953,241.1,0.1,20.0,2023-08-27,FAILED,2023-08-27 16:57:00
6171,6171,1043,30,STP,50000,272.094,183.76,2.5,500.0,2025-06-24,SUCCESS,2025-06-24 09:43:00
6172,6172,6625,117,SIP,500,11.7151,42.68,0.03,0.0,2024-07-16,SUCCESS,2024-07-16 12:26:00
6173,6173,6153,139,SIP,1000,5.6763,176.17,0.05,0.0,2024-12-04,PENDING,2024-12-04 12:20:00
6174,6174,6147,206,REDEMPTION,3000,128.0956,23.42,0.15,30.0,2025-11-09,SETTLED,2025-11-09 11:04:00
6175,6175,760,124,SWP,50000,175.7284,284.53,2.5,500.0,2025-10-25,SUCCESS,2025-10-25 17:21:00
6176,6176,9401,199,REDEMPTION,50000,194.4617,257.12,2.5,500.0,2024-04-13,SETTLED,2024-04-13 13:14:00
6177,6177,3491,67,SIP,3000,138.4402,21.67,0.15,0.0,2023-08-20,PENDING,2023-08-20 18:36:00
6178,6178,3645,141,PURCHASE,2000,13.3636,149.66,0.1,0.0,2025-08-24,FAILED,2025-08-24 14:54:00
6179,6179,7196,127,SIP,2000,29.3083,68.24,0.1,0.0,2023-10-20,PENDING,2023-10-20 09:37:00
6180,6180,7494,28,SIP,10000,287.7698,34.75,0.5,0.0,2022-04-25,SUCCESS,2022-04-25 15:41:00
6181,6181,276,65,STP,10000,35.1198,284.74,0.5,100.0,2022-11-04,SETTLED,2022-11-04 15:35:00
6182,6182,2671,136,REDEMPTION,5000,156.7398,31.9,0.25,50.0,2022-03-24,SETTLED,2022-03-24 14:05:00
6183,6183,6831,227,PURCHASE,10000,34.2126,292.29,0.5,0.0,2025-08-10,FAILED,2025-08-10 12:10:00
6184,6184,2490,212,SIP,2000,18.5805,107.64,0.1,0.0,2022-07-13,PENDING,2022-07-13 10:49:00
6185,6185,1280,234,SIP,1500,9.0634,165.5,0.07,0.0,2022-01-03,SETTLED,2022-01-03 09:03:00
6186,6186,1568,15,PURCHASE,500,9.8251,50.89,0.03,0.0,2025-01-03,PENDING,2025-01-03 15:54:00
6187,6187,1510,61,SIP,50000,365.3101,136.87,2.5,0.0,2022-08-10,PENDING,2022-08-10 15:13:00
6188,6188,2633,87,REDEMPTION,5000,172.7713,28.94,0.25,50.0,2025-06-10,FAILED,2025-06-10 09:22:00
6189,6189,3955,110,SWP,10000,356.5062,28.05,0.5,100.0,2024-04-06,PENDING,2024-04-06 12:32:00
6190,6190,5933,206,SIP,25000,572.2133,43.69,1.25,0.0,2022-06-27,PENDING,2022-06-27 14:39:00
6191,6191,1950,148,SIP,5000,115.7407,43.2,0.25,0.0,2024-07-21,PENDING,2024-07-21 13:46:00
6192,6192,3258,8,PURCHASE,25000,1113.5857,22.45,1.25,0.0,2024-02-22,FAILED,2024-02-22 13:45:00
6193,6193,2503,201,SIP,1500,5.8126,258.06,0.07,0.0,2023-11-15,SUCCESS,2023-11-15 18:45:00
6194,6194,3352,138,SIP,25000,124.564,200.7,1.25,0.0,2024-01-08,SUCCESS,2024-01-08 13:29:00
6195,6195,1214,52,SIP,50000,539.6654,92.65,2.5,0.0,2024-03-17,SUCCESS,2024-03-17 17:17:00
6196,6196,6727,81,PURCHASE,500,27.6396,18.09,0.03,0.0,2024-09-12,PENDING,2024-09-12 17:41:00
6197,6197,7235,214,PURCHASE,3000,11.7334,255.68,0.15,0.0,2023-06-19,SETTLED,2023-06-19 11:15:00
6198,6198,7921,79,SWP,2000,11.5955,172.48,0.1,20.0,2025-02-20,SETTLED,2025-02-20 17:21:00
6199,6199,9950,105,PURCHASE,3000,11.1495,269.07,0.15,0.0,2023-07-01,SUCCESS,2023-07-01 11:13:00
6200,6200,4533,131,STP,2000,65.2955,30.63,0.1,20.0,2023-11-06,SUCCESS,2023-11-06 15:02:00
6201,6201,4392,46,STP,5000,257.5992,19.41,0.25,50.0,2024-10-26,SUCCESS,2024-10-26 15:56:00
6202,6202,3117,188,STP,3000,22.2783,134.66,0.15,30.0,2024-02-10,FAILED,2024-02-10 11:08:00
6203,6203,3820,174,PURCHASE,50000,460.6597,108.54,2.5,0.0,2024-06-14,SUCCESS,2024-06-14 18:08:00
6204,6204,8654,87,SIP,1000,9.6674,103.44,0.05,0.0,2023-12-28,PENDING,2023-12-28 17:49:00
6205,6205,9193,240,SIP,500,9.2524,54.04,0.03,0.0,2025-05-29,SETTLED,2025-05-29 14:20:00
6206,6206,1707,209,PURCHASE,1000,6.5466,152.75,0.05,0.0,2025-04-01,PENDING,2025-04-01 12:04:00
6207,6207,2151,171,SIP,1000,12.1359,82.4,0.05,0.0,2024-01-16,SETTLED,2024-01-16 18:51:00
6208,6208,7761,108,SIP,3000,24.2522,123.7,0.15,0.0,2024-01-03,SETTLED,2024-01-03 16:08:00
6209,6209,9058,246,PURCHASE,1500,5.5985,267.93,0.07,0.0,2025-03-08,SUCCESS,2025-03-08 13:04:00
6210,6210,2192,241,SIP,10000,135.7405,73.67,0.5,0.0,2025-03-23,PENDING,2025-03-23 18:57:00
6211,6211,5471,145,SIP,1500,11.5287,130.11,0.07,0.0,2023-08-07,FAILED,2023-08-07 12:59:00
6212,6212,7335,207,PURCHASE,5000,54.0015,92.59,0.25,0.0,2022-11-23,FAILED,2022-11-23 18:56:00
6213,6213,4648,42,REDEMPTION,5000,17.5772,284.46,0.25,50.0,2022-12-18,SUCCESS,2022-12-18 10:30:00
6214,6214,8154,191,PURCHASE,25000,335.0757,74.61,1.25,0.0,2022-04-22,PENDING,2022-04-22 12:46:00
6215,6215,7205,177,SWP,50000,1638.8069,30.51,2.5,500.0,2025-08-13,PENDING,2025-08-13 12:49:00
6216,6216,2014,19,SIP,25000,160.0102,156.24,1.25,0.0,2024-01-08,SETTLED,2024-01-08 18:24:00
6217,6217,9448,178,PURCHASE,10000,121.9215,82.02,0.5,0.0,2022-03-26,SUCCESS,2022-03-26 18:34:00
6218,6218,5724,50,SIP,25000,125.0688,199.89,1.25,0.0,2025-01-20,FAILED,2025-01-20 11:29:00
6219,6219,3374,198,SIP,2000,6.8613,291.49,0.1,0.0,2023-12-19,SUCCESS,2023-12-19 17:32:00
6220,6220,6752,156,SIP,25000,97.2687,257.02,1.25,0.0,2024-04-05,SUCCESS,2024-04-05 10:41:00
6221,6221,7462,22,PURCHASE,5000,28.5111,175.37,0.25,0.0,2022-01-21,PENDING,2022-01-21 14:04:00
6222,6222,5322,116,PURCHASE,500,3.3593,148.84,0.03,0.0,2022-11-05,PENDING,2022-11-05 18:07:00
6223,6223,4533,198,SIP,5000,25.2156,198.29,0.25,0.0,2022-12-27,SETTLED,2022-12-27 15:00:00
6224,6224,9776,166,SIP,3000,14.1316,212.29,0.15,0.0,2023-03-01,SUCCESS,2023-03-01 15:52:00
6225,6225,197,27,SIP,1500,9.7517,153.82,0.07,0.0,2023-03-13,SUCCESS,2023-03-13 09:14:00
6226,6226,3756,26,SIP,500,1.6846,296.81,0.03,0.0,2022-04-25,PENDING,2022-04-25 16:02:00
6227,6227,9087,7,SWP,500,47.9386,10.43,0.03,5.0,2023-11-04,PENDING,2023-11-04 13:30:00
6228,6228,2978,209,PURCHASE,50000,990.099,50.5,2.5,0.0,2023-07-03,SETTLED,2023-07-03 15:27:00
6229,6229,921,99,SIP,5000,22.5876,221.36,0.25,0.0,2024-06-14,FAILED,2024-06-14 12:13:00
6230,6230,4971,8,REDEMPTION,3000,21.5533,139.19,0.15,30.0,2022-03-16,FAILED,2022-03-16 14:31:00
6231,6231,6345,151,PURCHASE,500,3.6617,136.55,0.03,0.0,2024-05-31,PENDING,2024-05-31 17:05:00
6232,6232,2154,195,SWP,3000,34.0136,88.2,0.15,30.0,2025-11-14,SETTLED,2025-11-14 12:58:00
6233,6233,3892,17,SIP,3000,12.6178,237.76,0.15,0.0,2023-06-01,SUCCESS,2023-06-01 13:43:00
6234,6234,5569,87,PURCHASE,500,1.6731,298.85,0.03,0.0,2023-03-31,SETTLED,2023-03-31 10:49:00
6235,6235,1241,101,REDEMPTION,25000,268.4708,93.12,1.25,250.0,2025-05-15,FAILED,2025-05-15 09:14:00
6236,6236,3716,98,PURCHASE,1500,24.1896,62.01,0.07,0.0,2025-09-02,PENDING,2025-09-02 13:36:00
6237,6237,294,123,REDEMPTION,25000,197.7692,126.41,1.25,250.0,2025-07-26,PENDING,2025-07-26 10:14:00
6238,6238,1021,169,REDEMPTION,1000,6.0405,165.55,0.05,10.0,2022-08-23,FAILED,2022-08-23 13:17:00
6239,6239,9038,187,SIP,500,2.5463,196.36,0.03,0.0,2023-08-28,PENDING,2023-08-28 12:13:00
6240,6240,7137,100,REDEMPTION,5000,20.6945,241.61,0.25,50.0,2024-06-07,SETTLED,2024-06-07 11:39:00
6241,6241,9796,204,SIP,5000,28.9922,172.46,0.25,0.0,2025-11-10,FAILED,2025-11-10 17:07:00
6242,6242,5117,187,SIP,2000,10.313,193.93,0.1,0.0,2024-09-02,PENDING,2024-09-02 09:08:00
6243,6243,285,111,SIP,500,2.2672,220.54,0.03,0.0,2024-12-27,PENDING,2024-12-27 16:37:00
6244,6244,5209,15,PURCHASE,2000,80.6452,24.8,0.1,0.0,2025-10-13,SUCCESS,2025-10-13 12:37:00
6245,6245,3521,233,SIP,25000,373.9716,66.85,1.25,0.0,2023-10-13,SUCCESS,2023-10-13 10:46:00
6246,6246,6408,191,SIP,10000,210.084,47.6,0.5,0.0,2024-06-18,PENDING,2024-06-18 16:40:00
6247,6247,8192,159,SIP,500,2.0886,239.4,0.03,0.0,2023-06-13,SUCCESS,2023-06-13 13:04:00
6248,6248,6750,83,PURCHASE,10000,297.0885,33.66,0.5,0.0,2023-06-01,SUCCESS,2023-06-01 09:33:00
6249,6249,2972,201,SIP,3000,90.9091,33.0,0.15,0.0,2024-03-22,SUCCESS,2024-03-22 18:44:00
6250,6250,1053,77,SIP,1000,13.2485,75.48,0.05,0.0,2025-08-22,SUCCESS,2025-08-22 10:09:00
6251,6251,6227,8,SIP,5000,18.6213,268.51,0.25,0.0,2022-12-22,SUCCESS,2022-12-22 10:45:00
6252,6252,929,42,PURCHASE,2000,21.0106,95.19,0.1,0.0,2022-02-17,SETTLED,2022-02-17 18:11:00
6253,6253,2844,164,SIP,1000,16.3988,60.98,0.05,0.0,2022-07-02,SETTLED,2022-07-02 18:15:00
6254,6254,5878,228,SIP,2000,37.1333,53.86,0.1,0.0,2023-02-23,FAILED,2023-02-23 14:19:00
6255,6255,6646,157,SIP,50000,189.6022,263.71,2.5,0.0,2023-04-18,SETTLED,2023-04-18 15:51:00
6256,6256,1336,221,PURCHASE,1000,18.6811,53.53,0.05,0.0,2022-12-02,FAILED,2022-12-02 18:47:00
6257,6257,3957,134,REDEMPTION,50000,1883.2392,26.55,2.5,500.0,2023-10-11,SETTLED,2023-10-11 18:08:00
6258,6258,3358,173,SIP,2000,8.5437,234.09,0.1,0.0,2023-08-21,FAILED,2023-08-21 10:55:00
6259,6259,525,169,SIP,2000,7.1083,281.36,0.1,0.0,2024-02-07,SETTLED,2024-02-07 13:54:00
6260,6260,2399,216,SIP,1500,5.6557,265.22,0.07,0.0,2022-06-08,FAILED,2022-06-08 11:44:00
6261,6261,4081,141,SIP,2000,9.4295,212.1,0.1,0.0,2022-01-27,SUCCESS,2022-01-27 13:04:00
6262,6262,5107,62,PURCHASE,1500,5.3831,278.65,0.07,0.0,2022-03-19,SUCCESS,2022-03-19 14:20:00
6263,6263,2958,223,SIP,25000,124.2236,201.25,1.25,0.0,2022-12-25,SUCCESS,2022-12-25 13:03:00
6264,6264,6637,243,SIP,1000,3.9683,252.0,0.05,0.0,2022-07-31,FAILED,2022-07-31 11:46:00
6265,6265,4530,99,PURCHASE,2000,7.0985,281.75,0.1,0.0,2023-07-31,FAILED,2023-07-31 10:59:00
6266,6266,8323,104,PURCHASE,3000,12.0337,249.3,0.15,0.0,2025-07-20,SUCCESS,2025-07-20 18:08:00
6267,6267,6800,46,STP,5000,30.1114,166.05,0.25,50.0,2024-10-14,SUCCESS,2024-10-14 10:30:00
6268,6268,339,219,SIP,1500,5.5078,272.34,0.07,0.0,2022-01-03,FAILED,2022-01-03 09:16:00
6269,6269,4667,101,SIP,3000,11.5115,260.61,0.15,0.0,2024-12-20,FAILED,2024-12-20 12:32:00
6270,6270,6393,163,SIP,10000,45.0167,222.14,0.5,0.0,2025-09-29,SETTLED,2025-09-29 14:58:00
6271,6271,5630,77,SIP,10000,79.8531,125.23,0.5,0.0,2022-09-01,PENDING,2022-09-01 14:51:00
6272,6272,2761,102,SIP,3000,12.1556,246.8,0.15,0.0,2022-10-04,FAILED,2022-10-04 18:07:00
6273,6273,9857,2,SIP,5000,20.4733,244.22,0.25,0.0,2023-12-08,FAILED,2023-12-08 15:29:00
6274,6274,9108,65,SIP,500,12.1359,41.2,0.03,0.0,2023-04-20,SETTLED,2023-04-20 09:34:00
6275,6275,6189,65,STP,50000,303.4165,164.79,2.5,500.0,2022-08-30,SUCCESS,2022-08-30 09:11:00
6276,6276,1522,10,SIP,25000,332.4468,75.2,1.25,0.0,2024-06-26,PENDING,2024-06-26 15:02:00
6277,6277,2062,16,PURCHASE,2000,195.122,10.25,0.1,0.0,2022-11-16,FAILED,2022-11-16 10:25:00
6278,6278,7284,86,SIP,5000,97.2006,51.44,0.25,0.0,2024-03-30,FAILED,2024-03-30 12:35:00
6279,6279,1178,128,SIP,2000,37.3274,53.58,0.1,0.0,2025-06-30,SETTLED,2025-06-30 13:33:00
6280,6280,4783,224,PURCHASE,500,2.5755,194.14,0.03,0.0,2023-01-04,FAILED,2023-01-04 18:59:00
6281,6281,6349,3,REDEMPTION,10000,85.5725,116.86,0.5,100.0,2023-02-28,PENDING,2023-02-28 16:29:00
6282,6282,2511,225,SIP,50000,417.3971,119.79,2.5,0.0,2024-10-16,SUCCESS,2024-10-16 11:01:00
6283,6283,2516,2,SIP,2000,15.2753,130.93,0.1,0.0,2022-02-10,PENDING,2022-02-10 14:53:00
6284,6284,9861,234,SWP,10000,46.6701,214.27,0.5,100.0,2023-09-17,FAILED,2023-09-17 09:10:00
6285,6285,488,77,PURCHASE,50000,179.4559,278.62,2.5,0.0,2024-01-01,SETTLED,2024-01-01 17:22:00
6286,6286,4968,163,SIP,2000,8.377,238.75,0.1,0.0,2023-12-20,FAILED,2023-12-20 15:19:00
6287,6287,2888,112,PURCHASE,1500,7.4556,201.19,0.07,0.0,2023-09-07,PENDING,2023-09-07 12:58:00
6288,6288,1603,212,SIP,50000,526.2604,95.01,2.5,0.0,2024-08-16,FAILED,2024-08-16 17:52:00
6289,6289,6308,48,SIP,10000,99.7506,100.25,0.5,0.0,2025-01-05,PENDING,2025-01-05 12:00:00
6290,6290,6189,42,SWP,10000,37.9363,263.6,0.5,100.0,2023-07-05,PENDING,2023-07-05 17:05:00
6291,6291,4482,130,SIP,50000,184.3318,271.25,2.5,0.0,2023-05-12,FAILED,2023-05-12 17:08:00
6292,6292,522,123,SIP,5000,96.6184,51.75,0.25,0.0,2024-02-24,SETTLED,2024-02-24 16:14:00
6293,6293,178,221,SWP,2000,6.8769,290.83,0.1,20.0,2022-06-07,FAILED,2022-06-07 09:53:00
6294,6294,2270,155,SIP,2000,7.1492,279.75,0.1,0.0,2022-12-09,PENDING,2022-12-09 11:20:00
6295,6295,1201,210,SIP,5000,190.5488,26.24,0.25,0.0,2023-12-10,SUCCESS,2023-12-10 12:36:00
6296,6296,248,132,SIP,10000,233.5357,42.82,0.5,0.0,2024-02-22,FAILED,2024-02-22 15:11:00
6297,6297,9288,190,SIP,1000,3.8336,260.85,0.05,0.0,2022-05-31,PENDING,2022-05-31 11:14:00
6298,6298,2811,76,SIP,50000,233.6885,213.96,2.5,0.0,2025-05-31,FAILED,2025-05-31 15:00:00
6299,6299,9506,182,PURCHASE,25000,90.0998,277.47,1.25,0.0,2025-11-04,FAILED,2025-11-04 13:08:00
6300,6300,4873,177,SIP,3000,84.7458,35.4,0.15,0.0,2025-03-17,FAILED,2025-03-17 17:50:00
6301,6301,2503,59,SIP,3000,27.7701,108.03,0.15,0.0,2024-05-21,SETTLED,2024-05-21 10:11:00
6302,6302,711,152,SIP,3000,11.4583,261.82,0.15,0.0,2022-07-28,SETTLED,2022-07-28 15:48:00
6303,6303,6754,211,SIP,1500,110.3753,13.59,0.07,0.0,2024-03-26,SUCCESS,2024-03-26 17:07:00
6304,6304,7243,62,SIP,50000,285.9594,174.85,2.5,0.0,2022-06-18,FAILED,2022-06-18 11:35:00
6305,6305,6141,162,SIP,2000,13.0124,153.7,0.1,0.0,2023-02-03,FAILED,2023-02-03 17:07:00
6306,6306,1799,155,SIP,10000,266.9514,37.46,0.5,0.0,2022-11-19,FAILED,2022-11-19 14:49:00
6307,6307,3764,106,PURCHASE,50000,416.0426,120.18,2.5,0.0,2024-10-02,SETTLED,2024-10-02 10:52:00
6308,6308,2769,29,SIP,25000,230.755,108.34,1.25,0.0,2024-11-17,PENDING,2024-11-17 11:14:00
6309,6309,2965,100,SIP,1500,16.7038,89.8,0.07,0.0,2024-11-24,SETTLED,2024-11-24 10:09:00
6310,6310,8663,123,SIP,1500,68.0581,22.04,0.07,0.0,2022-06-18,PENDING,2022-06-18 14:50:00
6311,6311,7349,82,PURCHASE,1500,7.6888,195.09,0.07,0.0,2025-03-09,SUCCESS,2025-03-09 09:07:00
6312,6312,6427,98,PURCHASE,1000,4.1073,243.47,0.05,0.0,2022-04-12,FAILED,2022-04-12 15:13:00
6313,6313,4711,239,SIP,10000,66.4055,150.59,0.5,0.0,2022-04-01,SUCCESS,2022-04-01 11:42:00
6314,6314,3872,108,SIP,2000,12.4712,160.37,0.1,0.0,2022-02-28,PENDING,2022-02-28 18:02:00
6315,6315,8478,39,PURCHASE,25000,164.2468,152.21,1.25,0.0,2023-06-19,FAILED,2023-06-19 17:30:00
6316,6316,3241,85,SIP,10000,53.8677,185.64,0.5,0.0,2022-05-25,PENDING,2022-05-25 14:31:00
6317,6317,2374,51,SIP,500,2.1927,228.03,0.03,0.0,2024-02-27,FAILED,2024-02-27 16:42:00
6318,6318,6899,120,SIP,5000,21.5434,232.09,0.25,0.0,2025-06-20,SUCCESS,2025-06-20 13:58:00
6319,6319,8256,140,SIP,5000,55.273,90.46,0.25,0.0,2023-09-12,SUCCESS,2023-09-12 15:50:00
6320,6320,5129,131,SIP,2000,7.0619,283.21,0.1,0.0,2025-09-01,SETTLED,2025-09-01 12:41:00
6321,6321,7552,139,PURCHASE,10000,39.9872,250.08,0.5,0.0,2024-05-20,SUCCESS,2024-05-20 16:22:00
6322,6322,228,33,SIP,50000,1301.7443,38.41,2.5,0.0,2023-11-02,SETTLED,2023-11-02 18:56:00
6323,6323,9176,227,PURCHASE,3000,15.1561,197.94,0.15,0.0,2022-01-27,SUCCESS,2022-01-27 16:56:00
6324,6324,1813,87,SIP,500,1.9562,255.6,0.03,0.0,2022-04-12,PENDING,2022-04-12 09:41:00
6325,6325,9520,15,PURCHASE,3000,35.5492,84.39,0.15,0.0,2023-08-14,FAILED,2023-08-14 17:53:00
6326,6326,720,213,REDEMPTION,5000,68.7191,72.76,0.25,50.0,2024-03-24,FAILED,2024-03-24 12:17:00
6327,6327,1908,7,SIP,1000,4.6174,216.57,0.05,0.0,2025-09-28,PENDING,2025-09-28 10:21:00
6328,6328,6665,209,STP,25000,180.1023,138.81,1.25,250.0,2022-11-27,PENDING,2022-11-27 16:03:00
6329,6329,9040,156,SIP,1500,6.119,245.14,0.07,0.0,2022-03-31,FAILED,2022-03-31 12:12:00
6330,6330,4058,35,SIP,25000,136.5822,183.04,1.25,0.0,2024-11-09,SETTLED,2024-11-09 15:03:00
6331,6331,2393,11,PURCHASE,2000,9.6311,207.66,0.1,0.0,2025-08-11,FAILED,2025-08-11 10:21:00
6332,6332,1749,165,SIP,5000,73.2279,68.28,0.25,0.0,2023-03-27,SETTLED,2023-03-27 13:29:00
6333,6333,3784,50,SIP,500,1.756,284.74,0.03,0.0,2025-06-28,SETTLED,2025-06-28 16:25:00
6334,6334,5537,156,SIP,1500,5.2621,285.06,0.07,0.0,2024-12-20,PENDING,2024-12-20 12:44:00
6335,6335,6731,31,SIP,25000,83.9292,297.87,1.25,0.0,2022-07-13,FAILED,2022-07-13 10:26:00
6336,6336,1128,147,SWP,50000,535.6186,93.35,2.5,500.0,2025-05-10,SUCCESS,2025-05-10 16:03:00
6337,6337,1336,83,SIP,50000,244.822,204.23,2.5,0.0,2024-06-13,SETTLED,2024-06-13 18:57:00
6338,6338,7738,57,SIP,500,1.8746,266.73,0.03,0.0,2022-05-28,SUCCESS,2022-05-28 15:08:00
6339,6339,4189,80,SIP,3000,47.8774,62.66,0.15,0.0,2024-12-01,PENDING,2024-12-01 18:06:00
6340,6340,2412,66,PURCHASE,3000,62.1504,48.27,0.15,0.0,2025-07-14,SUCCESS,2025-07-14 18:15:00
6341,6341,3752,158,SIP,2000,48.1,41.58,0.1,0.0,2025-09-03,FAILED,2025-09-03 09:22:00
6342,6342,9974,98,SIP,2000,9.5965,208.41,0.1,0.0,2024-05-26,FAILED,2024-05-26 11:35:00
6343,6343,9443,249,SIP,50000,205.3135,243.53,2.5,0.0,2025-08-04,FAILED,2025-08-04 17:32:00
6344,6344,8722,127,REDEMPTION,1500,135.3791,11.08,0.07,15.0,2023-09-14,SUCCESS,2023-09-14 18:23:00
6345,6345,3511,106,SIP,50000,2124.0442,23.54,2.5,0.0,2024-11-18,PENDING,2024-11-18 09:13:00
6346,6346,6117,116,REDEMPTION,25000,561.5454,44.52,1.25,250.0,2025-06-17,SETTLED,2025-06-17 17:48:00
6347,6347,271,181,PURCHASE,500,10.9337,45.73,0.03,0.0,2022-03-23,SETTLED,2022-03-23 14:28:00
6348,6348,2249,55,REDEMPTION,25000,122.9105,203.4,1.25,250.0,2024-11-03,SETTLED,2024-11-03 12:47:00
6349,6349,1050,23,REDEMPTION,1000,4.6245,216.24,0.05,10.0,2022-06-15,SETTLED,2022-06-15 18:35:00
6350,6350,4054,148,SIP,500,1.8964,263.66,0.03,0.0,2025-03-08,SUCCESS,2025-03-08 18:01:00
6351,6351,4332,192,SIP,25000,375.0375,66.66,1.25,0.0,2024-02-12,FAILED,2024-02-12 12:55:00
6352,6352,7372,65,STP,50000,229.8956,217.49,2.5,500.0,2023-03-22,PENDING,2023-03-22 15:09:00
6353,6353,7657,15,SIP,500,2.911,171.76,0.03,0.0,2022-08-18,FAILED,2022-08-18 14:05:00
6354,6354,2122,150,STP,1500,133.3333,11.25,0.07,15.0,2025-03-20,SETTLED,2025-03-20 14:49:00
6355,6355,1055,65,PURCHASE,2000,190.8397,10.48,0.1,0.0,2024-10-22,SUCCESS,2024-10-22 11:22:00
6356,6356,434,162,SIP,3000,18.1774,165.04,0.15,0.0,2022-02-21,SUCCESS,2022-02-21 17:29:00
6357,6357,8900,90,SIP,1500,5.5617,269.7,0.07,0.0,2025-02-21,PENDING,2025-02-21 09:49:00
6358,6358,8343,165,PURCHASE,5000,32.5733,153.5,0.25,0.0,2025-11-26,FAILED,2025-11-26 15:41:00
6359,6359,2012,90,SIP,5000,75.6201,66.12,0.25,0.0,2024-03-21,PENDING,2024-03-21 10:06:00
6360,6360,6553,30,PURCHASE,25000,487.9001,51.24,1.25,0.0,2023-01-06,SUCCESS,2023-01-06 09:27:00
6361,6361,8654,66,SIP,5000,27.0651,184.74,0.25,0.0,2025-06-25,PENDING,2025-06-25 13:01:00
6362,6362,4609,84,SWP,500,1.7445,286.61,0.03,5.0,2025-12-25,PENDING,2025-12-25 11:37:00
6363,6363,7444,89,SIP,25000,174.7519,143.06,1.25,0.0,2023-01-20,SUCCESS,2023-01-20 13:52:00
6364,6364,6868,221,SIP,500,49.8504,10.03,0.03,0.0,2025-07-05,PENDING,2025-07-05 13:48:00
6365,6365,4979,121,SWP,5000,21.5889,231.6,0.25,50.0,2023-04-09,FAILED,2023-04-09 09:13:00
6366,6366,9220,221,REDEMPTION,3000,17.1527,174.9,0.15,30.0,2024-02-14,SETTLED,2024-02-14 13:48:00
6367,6367,9233,95,PURCHASE,5000,42.1372,118.66,0.25,0.0,2022-11-27,SUCCESS,2022-11-27 17:02:00
6368,6368,6019,56,SIP,3000,15.417,194.59,0.15,0.0,2022-09-06,SUCCESS,2022-09-06 09:27:00
6369,6369,6335,109,REDEMPTION,3000,15.2493,196.73,0.15,30.0,2022-05-13,SUCCESS,2022-05-13 09:35:00
6370,6370,6119,250,SIP,25000,88.7028,281.84,1.25,0.0,2022-01-27,PENDING,2022-01-27 09:51:00
6371,6371,6236,2,SIP,25000,366.9994,68.12,1.25,0.0,2024-02-14,SETTLED,2024-02-14 15:00:00
6372,6372,3028,167,SIP,10000,193.2741,51.74,0.5,0.0,2022-10-24,SETTLED,2022-10-24 13:45:00
6373,6373,513,169,REDEMPTION,5000,30.4971,163.95,0.25,50.0,2023-01-29,FAILED,2023-01-29 10:38:00
6374,6374,2867,199,REDEMPTION,50000,500.1,99.98,2.5,500.0,2024-07-08,SETTLED,2024-07-08 10:02:00
6375,6375,1788,4,PURCHASE,2000,13.3878,149.39,0.1,0.0,2022-05-05,SUCCESS,2022-05-05 10:18:00
6376,6376,1791,112,SIP,10000,323.8342,30.88,0.5,0.0,2024-08-19,FAILED,2024-08-19 16:04:00
6377,6377,1412,200,SIP,500,2.1297,234.78,0.03,0.0,2023-09-28,FAILED,2023-09-28 09:30:00
6378,6378,540,159,SIP,3000,11.7578,255.15,0.15,0.0,2024-02-28,SUCCESS,2024-02-28 11:24:00
6379,6379,5063,217,SIP,1500,90.6344,16.55,0.07,0.0,2025-10-03,PENDING,2025-10-03 10:16:00
6380,6380,2148,51,SIP,5000,22.9822,217.56,0.25,0.0,2023-12-27,FAILED,2023-12-27 12:25:00
6381,6381,1622,125,SIP,1000,5.9556,167.91,0.05,0.0,2022-12-15,SETTLED,2022-12-15 09:58:00
6382,6382,5040,90,STP,500,1.7652,283.26,0.03,5.0,2023-01-10,PENDING,2023-01-10 14:41:00
6383,6383,4208,101,SIP,1000,6.1698,162.08,0.05,0.0,2023-11-22,PENDING,2023-11-22 12:18:00
6384,6384,2138,68,REDEMPTION,2000,95.1022,21.03,0.1,20.0,2023-07-03,PENDING,2023-07-03 11:22:00
6385,6385,3936,188,REDEMPTION,5000,34.5042,144.91,0.25,50.0,2024-03-28,FAILED,2024-03-28 09:42:00
6386,6386,1348,83,SIP,10000,140.9443,70.95,0.5,0.0,2025-05-10,SETTLED,2025-05-10 13:59:00
6387,6387,4720,188,SIP,500,5.9751,83.68,0.03,0.0,2022-01-17,FAILED,2022-01-17 10:51:00
6388,6388,424,214,SIP,1000,3.4254,291.94,0.05,0.0,2023-09-27,PENDING,2023-09-27 12:28:00
6389,6389,9930,127,SWP,1000,5.0653,197.42,0.05,10.0,2024-10-25,FAILED,2024-10-25 14:14:00
6390,6390,2494,80,SIP,5000,19.4917,256.52,0.25,0.0,2022-08-02,PENDING,2022-08-02 11:04:00
6391,6391,2209,214,STP,1500,15.3594,97.66,0.07,15.0,2022-09-30,SETTLED,2022-09-30 18:47:00
6392,6392,5468,191,SIP,500,6.5036,76.88,0.03,0.0,2023-06-08,SUCCESS,2023-06-08 17:48:00
6393,6393,2132,219,SIP,5000,21.4749,232.83,0.25,0.0,2023-07-08,SETTLED,2023-07-08 16:39:00
6394,6394,5798,228,STP,1500,14.976,100.16,0.07,15.0,2024-01-30,PENDING,2024-01-30 17:34:00
