investment_id,user_id,fund_id,investment_type,sip_amount,lumpsum_amount,units,purchase_nav,current_nav,current_value,returns_percent,status,created_at
5077,8356,8,SWP,,,426.4191,112.04,152.85,65178.16,36.42,ACTIVE,2025-05-06 00:00:00
5078,7887,216,SIP,2000.0,,707.8987,107.36,131.49,93081.6,22.48,CLOSED,2025-05-22 00:00:00
5079,4473,122,SIP,10000.0,,1814.079,226.01,282.51,512495.46,25.0,COMPLETED,2022-09-03 00:00:00
5080,4749,197,SIP,2000.0,,471.8218,114.45,136.64,64469.73,19.39,COMPLETED,2022-04-14 00:00:00
5081,2518,90,LUMPSUM,,200000.0,856.1277,233.61,305.69,261709.68,30.85,PAUSED,2025-03-19 00:00:00
5082,2366,227,SIP,3000.0,,902.331,119.69,148.6,134086.39,24.15,COMPLETED,2024-09-29 00:00:00
5083,5246,187,SIP,3000.0,,837.5123,193.43,241.34,202125.22,24.77,COMPLETED,2024-10-19 00:00:00
5084,8563,177,SIP,3000.0,,1271.7852,84.92,91.44,116292.04,7.68,CLOSED,2023-07-03 00:00:00
5085,1180,47,SIP,500.0,,328.2132,76.17,92.82,30464.75,21.86,CLOSED,2023-02-24 00:00:00
5086,3876,28,LUMPSUM,,200000.0,3547.9865,56.37,77.64,275465.67,37.73,PAUSED,2024-06-22 00:00:00
5087,6463,179,SIP,1000.0,,323.8171,151.32,190.24,61602.97,25.72,ACTIVE,2023-10-15 00:00:00
5088,9915,215,SIP,2000.0,,1602.1765,66.16,53.58,85844.62,-19.01,COMPLETED,2024-03-17 00:00:00
5089,6391,38,LUMPSUM,,25000.0,124.2236,201.25,167.5,20807.45,-16.77,ACTIVE,2025-10-22 00:00:00
5090,6371,67,SIP,3000.0,,1382.9357,123.65,153.89,212819.97,24.46,ACTIVE,2025-08-20 00:00:00
5091,4923,215,STP,,,837.896,40.4,37.28,31236.76,-7.72,CLOSED,2023-02-05 00:00:00
5092,4037,155,SIP,1000.0,,171.2862,128.44,151.2,25898.47,17.72,PAUSED,2025-05-04 00:00:00
5093,9515,192,SIP,2000.0,,535.3232,123.29,150.19,80400.19,21.82,PAUSED,2024-01-09 00:00:00
5094,8468,152,SIP,10000.0,,9712.8378,23.68,20.21,196296.45,-14.65,CLOSED,2025-11-21 00:00:00
5095,9978,196,SIP,500.0,,125.6419,91.53,111.88,14056.82,22.23,ACTIVE,2024-09-06 00:00:00
5096,814,169,SIP,1000.0,,272.8513,65.97,80.3,21909.96,21.72,COMPLETED,2023-03-11 00:00:00
5097,6408,131,SIP,2000.0,,212.9616,206.61,217.44,46306.37,5.24,COMPLETED,2022-05-12 00:00:00
5098,7120,195,SIP,3000.0,,1527.8283,82.47,83.77,127986.18,1.58,COMPLETED,2022-06-21 00:00:00
5099,9954,18,SIP,1000.0,,89.0918,179.59,213.3,19003.28,18.77,PAUSED,2025-04-24 00:00:00
5100,6778,193,SIP,2000.0,,384.593,171.61,230.7,88725.61,34.43,COMPLETED,2025-02-16 00:00:00
5101,2542,57,SIP,1500.0,,215.7497,222.48,270.2,58295.57,21.45,CLOSED,2025-02-13 00:00:00
5102,424,223,SWP,,,169.1778,117.74,94.6,16004.22,-19.65,COMPLETED,2022-10-30 00:00:00
5103,9968,238,SIP,1000.0,,404.6535,98.85,87.6,35447.65,-11.38,CLOSED,2024-12-15 00:00:00
5104,1702,96,LUMPSUM,,50000.0,513.189,97.43,130.87,67161.04,34.32,CLOSED,2025-08-21 00:00:00
5105,4921,125,STP,,,382.9476,111.48,133.61,51165.63,19.85,CLOSED,2023-06-29 00:00:00
5106,4539,174,SIP,500.0,,184.5927,121.89,108.55,20037.54,-10.94,ACTIVE,2023-05-18 00:00:00
5107,161,237,SWP,,,52.9796,249.7,341.97,18117.43,36.95,ACTIVE,2024-12-13 00:00:00
5108,8845,123,SIP,5000.0,,1932.477,87.97,119.76,231433.45,36.14,PAUSED,2022-02-22 00:00:00
5109,8896,29,SIP,1500.0,,505.3763,139.5,120.71,61003.97,-13.47,CLOSED,2025-08-07 00:00:00
5110,7971,153,SIP,1500.0,,985.1226,74.61,79.17,77992.16,6.11,CLOSED,2023-03-11 00:00:00
5111,8707,208,LUMPSUM,,200000.0,1930.8747,103.58,134.45,259606.1,29.8,PAUSED,2025-07-22 00:00:00
5112,6368,196,SIP,1000.0,,571.5919,69.98,90.3,51614.75,29.04,CLOSED,2023-07-21 00:00:00
5113,3750,51,SWP,,,134.3491,150.63,198.29,26640.08,31.64,CLOSED,2025-11-19 00:00:00
5114,2790,129,SIP,500.0,,223.8184,96.06,87.3,19539.35,-9.12,COMPLETED,2023-08-18 00:00:00
5115,9002,227,SIP,1000.0,,386.7069,82.75,81.75,31613.29,-1.21,ACTIVE,2022-12-04 00:00:00
5116,9836,75,SIP,5000.0,,18844.2211,15.92,17.26,325251.26,8.42,ACTIVE,2024-05-03 00:00:00
5117,7835,222,STP,,,101.6072,147.46,132.46,13458.89,-10.17,PAUSED,2023-07-07 00:00:00
5118,9626,125,SIP,2000.0,,1156.6265,103.75,118.62,137199.04,14.33,ACTIVE,2023-10-12 00:00:00
5119,9937,143,SIP,10000.0,,3057.3848,85.04,117.88,360404.52,38.62,CLOSED,2024-03-07 00:00:00
5120,5978,53,SIP,5000.0,,1436.2657,139.25,140.65,202010.77,1.01,PAUSED,2023-09-06 00:00:00
5121,5935,116,SIP,500.0,,68.9825,202.95,236.89,16341.26,16.72,PAUSED,2023-06-22 00:00:00
5122,9846,239,SIP,2000.0,,637.649,72.14,82.15,52382.87,13.88,CLOSED,2023-11-26 00:00:00
5123,4112,123,SIP,1500.0,,360.6789,70.7,83.72,30196.04,18.42,COMPLETED,2022-10-18 00:00:00
5124,8317,71,SIP,2000.0,,314.4654,101.76,136.51,42927.67,34.15,ACTIVE,2025-06-25 00:00:00
5125,8984,194,SIP,3000.0,,1173.8401,125.23,128.23,150521.52,2.4,COMPLETED,2025-10-01 00:00:00
5126,2079,188,SIP,3000.0,,1835.2365,24.52,31.08,57039.15,26.75,ACTIVE,2023-10-25 00:00:00
5127,5238,74,SIP,500.0,,199.2032,117.97,121.26,24155.38,2.79,PAUSED,2024-01-17 00:00:00
5128,532,83,LUMPSUM,,25000.0,167.4032,149.34,144.31,24157.96,-3.37,PAUSED,2023-01-14 00:00:00
5129,6697,33,LUMPSUM,,200000.0,5096.84,39.24,34.56,176146.79,-11.93,COMPLETED,2025-06-03 00:00:00
5130,4047,241,LUMPSUM,,25000.0,126.8585,197.07,247.87,31444.42,25.78,COMPLETED,2023-11-20 00:00:00
5131,3313,96,LUMPSUM,,50000.0,226.2034,221.04,225.69,51051.85,2.1,PAUSED,2024-08-25 00:00:00
5132,9590,172,SIP,3000.0,,1221.6566,108.05,138.99,169798.05,28.63,ACTIVE,2023-01-16 00:00:00
5133,9739,104,STP,,,226.152,138.46,157.3,35573.71,13.61,CLOSED,2025-07-20 00:00:00
5134,8262,167,LUMPSUM,,50000.0,252.6656,197.89,251.73,63603.51,27.21,CLOSED,2023-01-25 00:00:00
5135,6962,64,SIP,2000.0,,720.8388,122.08,140.22,101076.02,14.86,CLOSED,2023-05-22 00:00:00
5136,6305,106,SIP,2000.0,,519.2353,169.48,236.84,122975.69,39.75,PAUSED,2023-10-30 00:00:00
5137,183,203,LUMPSUM,,25000.0,141.852,176.24,171.9,24384.36,-2.46,ACTIVE,2024-01-16 00:00:00
5138,7270,181,SIP,2000.0,,2234.6369,51.91,60.52,135240.23,16.59,ACTIVE,2022-02-25 00:00:00
5139,283,238,SIP,1000.0,,115.3783,182.01,220.93,25490.53,21.38,PAUSED,2024-04-08 00:00:00
5140,2421,115,SIP,1500.0,,595.883,83.07,78.3,46657.64,-5.74,PAUSED,2025-06-26 00:00:00
5141,1285,189,SIP,2000.0,,1472.9574,43.45,46.72,68816.57,7.53,CLOSED,2023-02-21 00:00:00
5142,2697,72,LUMPSUM,,100000.0,689.1799,145.1,178.47,122997.94,23.0,CLOSED,2025-04-23 00:00:00
5143,562,130,SIP,1500.0,,2877.6978,16.68,16.64,47884.89,-0.24,ACTIVE,2023-02-15 00:00:00
5144,5974,51,LUMPSUM,,100000.0,623.558,160.37,174.21,108630.04,8.63,COMPLETED,2024-06-14 00:00:00
5145,6078,9,LUMPSUM,,25000.0,257.5726,97.06,124.09,31962.18,27.85,CLOSED,2022-04-04 00:00:00
5146,9929,107,SIP,500.0,,80.7347,198.18,222.13,17933.6,12.08,COMPLETED,2024-03-05 00:00:00
5147,9057,116,LUMPSUM,,50000.0,388.742,128.62,175.77,68329.18,36.66,COMPLETED,2023-11-15 00:00:00
5148,7370,146,LUMPSUM,,50000.0,1212.4151,41.24,57.2,69350.14,38.7,COMPLETED,2025-03-20 00:00:00
5149,5082,22,SIP,500.0,,152.7375,127.67,102.33,15629.63,-19.85,COMPLETED,2025-11-11 00:00:00
5150,9280,10,LUMPSUM,,100000.0,715.7684,139.71,114.56,81998.43,-18.0,PAUSED,2025-02-19 00:00:00
5151,8223,53,SWP,,,381.3126,114.89,156.26,59583.91,36.01,CLOSED,2022-09-11 00:00:00
5152,7259,42,SIP,2000.0,,243.4571,115.01,138.01,33599.51,20.0,CLOSED,2024-03-28 00:00:00
5153,7877,96,SWP,,,266.9752,97.23,98.54,26307.74,1.35,PAUSED,2023-11-01 00:00:00
5154,1647,208,SIP,5000.0,,1036.538,192.95,231.82,240290.24,20.15,COMPLETED,2024-09-12 00:00:00
5155,5797,4,SIP,1000.0,,640.3994,92.13,119.31,76406.05,29.5,ACTIVE,2024-12-27 00:00:00
5156,423,161,SIP,1500.0,,154.1171,204.39,228.34,35191.1,11.72,PAUSED,2023-03-09 00:00:00
5157,7937,129,SIP,1500.0,,105.3794,199.28,234.67,24729.38,17.76,ACTIVE,2024-12-14 00:00:00
5158,2506,74,STP,,,1815.3765,18.86,18.33,33275.85,-2.81,CLOSED,2022-05-02 00:00:00
5159,4964,149,SIP,2000.0,,365.1739,104.06,115.9,42323.66,11.38,ACTIVE,2024-05-26 00:00:00
5160,1409,88,SIP,5000.0,,1239.63,104.87,111.38,138069.99,6.21,PAUSED,2025-08-19 00:00:00
5161,273,181,SIP,5000.0,,414.7165,168.79,139.59,57890.28,-17.3,PAUSED,2023-10-01 00:00:00
5162,9044,78,SIP,5000.0,,1791.4973,145.13,128.1,229490.8,-11.73,ACTIVE,2024-09-05 00:00:00
5163,6655,224,LUMPSUM,,25000.0,107.3837,232.81,239.95,25766.72,3.07,PAUSED,2025-05-28 00:00:00
5164,3965,86,SIP,1500.0,,421.326,188.69,247.44,104252.91,31.14,ACTIVE,2024-11-02 00:00:00
5165,3691,202,SIP,1000.0,,292.1791,147.17,153.36,44808.59,4.21,COMPLETED,2022-10-14 00:00:00
5166,4988,93,SIP,3000.0,,182.3471,230.33,197.71,36051.85,-14.16,COMPLETED,2024-12-09 00:00:00
5167,3862,90,SIP,10000.0,,2746.5541,196.61,260.06,714268.86,32.27,PAUSED,2023-01-12 00:00:00
5168,4459,166,SIP,10000.0,,2390.5385,158.96,206.31,493192.0,29.79,COMPLETED,2024-04-02 00:00:00
5169,9953,10,LUMPSUM,,25000.0,328.6879,76.06,70.51,23175.78,-7.3,ACTIVE,2025-12-25 00:00:00
5170,4477,180,SWP,,,201.0131,227.02,256.55,51569.91,13.01,CLOSED,2024-05-04 00:00:00
5171,2716,216,SIP,1500.0,,1636.9902,17.41,19.94,32641.58,14.53,ACTIVE,2024-06-15 00:00:00
5172,9251,149,SIP,2000.0,,371.92,64.53,70.9,26369.13,9.87,ACTIVE,2025-04-23 00:00:00
5173,6521,249,SIP,3000.0,,170.2388,229.09,197.38,33601.73,-13.84,PAUSED,2023-04-16 00:00:00
5174,6222,155,SIP,1000.0,,124.8786,144.14,146.86,18339.67,1.89,PAUSED,2024-02-20 00:00:00
5175,5334,67,STP,,,367.6367,105.49,94.11,34598.29,-10.79,ACTIVE,2023-04-20 00:00:00
5176,2537,222,SIP,2000.0,,2426.944,40.38,43.0,104358.59,6.49,CLOSED,2024-10-22 00:00:00
5177,6467,45,LUMPSUM,,50000.0,250.1751,199.86,273.1,68322.82,36.65,PAUSED,2025-04-11 00:00:00
5178,8163,203,LUMPSUM,,100000.0,770.7129,129.75,132.13,101834.3,1.83,ACTIVE,2025-02-11 00:00:00
5179,9242,166,SIP,10000.0,,2147.518,121.07,130.73,280745.03,7.98,COMPLETED,2025-08-28 00:00:00
5180,1468,195,SIP,2000.0,,1563.3423,37.1,39.12,61157.95,5.44,CLOSED,2022-12-20 00:00:00
5181,1352,68,LUMPSUM,,100000.0,831.7392,120.23,160.87,133801.89,33.8,ACTIVE,2023-11-13 00:00:00
5182,4341,68,LUMPSUM,,100000.0,1707.6503,58.56,56.03,95679.65,-4.32,COMPLETED,2023-12-08 00:00:00
5183,9824,232,LUMPSUM,,100000.0,537.1435,186.17,190.17,102148.58,2.15,ACTIVE,2022-06-26 00:00:00
5184,3592,239,LUMPSUM,,200000.0,1369.3003,146.06,139.13,190510.75,-4.74,CLOSED,2024-11-02 00:00:00
5185,7022,35,SIP,1000.0,,194.6567,205.49,264.01,51391.32,28.48,CLOSED,2023-05-20 00:00:00
5186,5330,189,SIP,1000.0,,57.9878,206.94,248.76,14425.05,20.21,CLOSED,2025-12-14 00:00:00
5187,4610,169,SIP,1500.0,,369.9294,117.59,153.68,56850.75,30.69,COMPLETED,2022-01-07 00:00:00
5188,7133,178,SIP,1500.0,,850.7089,59.95,53.53,45538.45,-10.71,CLOSED,2023-12-01 00:00:00
5189,1415,143,SIP,10000.0,,717.3298,236.99,291.95,209424.44,23.19,PAUSED,2023-03-02 00:00:00
5190,2014,221,SIP,1500.0,,2530.4592,32.01,25.78,65235.24,-19.46,PAUSED,2023-12-22 00:00:00
5191,2172,223,SWP,,,415.048,100.08,88.55,36752.5,-11.52,ACTIVE,2023-11-26 00:00:00
5192,6026,103,STP,,,209.6939,133.28,111.56,23393.45,-16.3,COMPLETED,2025-08-18 00:00:00
5193,217,113,SIP,500.0,,306.6271,50.55,46.15,14150.84,-8.7,COMPLETED,2022-03-08 00:00:00
5194,3472,126,SIP,500.0,,101.4253,187.33,177.76,18029.36,-5.11,COMPLETED,2024-08-20 00:00:00
5195,7395,64,SIP,2000.0,,2609.0868,44.46,47.5,123931.62,6.84,CLOSED,2024-05-29 00:00:00
5196,4775,112,LUMPSUM,,100000.0,436.2811,229.21,292.49,127607.86,27.61,PAUSED,2022-09-11 00:00:00
5197,6305,138,SWP,,,176.9947,165.44,177.8,31469.66,7.47,COMPLETED,2025-04-10 00:00:00
5198,9424,75,SIP,3000.0,,1882.4306,60.56,51.1,96192.2,-15.62,PAUSED,2024-09-28 00:00:00
5199,8109,41,SWP,,,173.5789,209.87,262.37,45541.9,25.02,PAUSED,2024-04-17 00:00:00
5200,9889,247,LUMPSUM,,100000.0,1448.6455,69.03,82.11,118948.28,18.95,COMPLETED,2024-06-18 00:00:00
5201,3060,9,SIP,2000.0,,1136.1054,44.01,54.04,61395.14,22.79,CLOSED,2022-08-08 00:00:00
5202,7376,153,SIP,1000.0,,546.0672,86.07,116.12,63409.32,34.91,COMPLETED,2025-10-25 00:00:00
5203,3104,52,SIP,1500.0,,430.821,201.94,242.1,104301.76,19.89,ACTIVE,2022-07-16 00:00:00
5204,1727,102,SIP,3000.0,,564.7263,207.18,185.32,104655.08,-10.55,ACTIVE,2022-10-04 00:00:00
5205,1954,224,SIP,3000.0,,1099.1379,139.2,169.25,186029.09,21.59,PAUSED,2025-08-12 00:00:00
5206,3178,19,SIP,1500.0,,205.4795,197.1,236.7,48637.0,20.09,CLOSED,2025-02-27 00:00:00
5207,8916,233,SIP,2000.0,,878.7588,72.83,93.62,82269.4,28.55,ACTIVE,2025-04-02 00:00:00
5208,353,173,SIP,2000.0,,2571.2689,17.89,18.82,48391.28,5.2,CLOSED,2023-04-28 00:00:00
5209,5788,16,SIP,500.0,,111.1624,238.39,249.41,27725.01,4.62,COMPLETED,2022-12-24 00:00:00
5210,5095,221,SWP,,,134.5306,144.77,168.38,22652.26,16.31,ACTIVE,2023-11-21 00:00:00
5211,9016,179,SIP,2000.0,,224.0757,240.99,207.15,46417.28,-14.04,ACTIVE,2023-11-22 00:00:00
5212,6813,33,SIP,3000.0,,1519.1705,82.94,70.2,106645.77,-15.36,CLOSED,2025-06-10 00:00:00
5213,290,102,SIP,3000.0,,646.3196,222.8,186.84,120758.35,-16.14,CLOSED,2025-06-06 00:00:00
5214,5797,48,LUMPSUM,,200000.0,1430.8199,139.78,146.91,210201.75,5.1,ACTIVE,2024-02-06 00:00:00
5215,8740,55,SIP,500.0,,141.5629,194.26,220.35,31193.39,13.43,ACTIVE,2022-12-02 00:00:00
5216,4767,11,SIP,1000.0,,357.9952,125.7,115.34,41291.17,-8.24,CLOSED,2025-11-05 00:00:00
5217,1356,237,SIP,1000.0,,79.4913,150.96,138.43,11003.98,-8.3,COMPLETED,2025-05-19 00:00:00
5218,429,234,SIP,10000.0,,1145.6465,200.76,240.71,275768.57,19.9,ACTIVE,2024-03-25 00:00:00
5219,7904,2,SIP,5000.0,,936.5688,234.9,257.32,240997.88,9.54,CLOSED,2023-10-31 00:00:00
5220,8576,184,SIP,3000.0,,413.0938,159.77,133.87,55300.87,-16.21,COMPLETED,2024-08-03 00:00:00
5221,8732,31,LUMPSUM,,50000.0,982.7044,50.88,64.66,63541.67,27.08,COMPLETED,2023-03-01 00:00:00
5222,2215,148,SIP,5000.0,,2498.2156,56.04,70.75,176748.75,26.25,ACTIVE,2022-03-18 00:00:00
5223,4862,152,SIP,5000.0,,2041.6497,73.47,88.93,181563.91,21.04,PAUSED,2024-09-29 00:00:00
5224,4779,61,SIP,3000.0,,743.6261,141.2,179.67,133607.3,27.25,PAUSED,2025-05-14 00:00:00
5225,7447,140,SIP,2000.0,,465.3643,206.29,267.91,124675.75,29.87,PAUSED,2022-12-22 00:00:00
5226,7021,56,SIP,3000.0,,482.452,211.42,199.86,96422.86,-5.47,PAUSED,2024-01-07 00:00:00
5227,280,72,LUMPSUM,,100000.0,699.888,142.88,160.57,112381.02,12.38,ACTIVE,2024-01-10 00:00:00
5228,224,224,LUMPSUM,,200000.0,823.7572,242.79,284.12,234045.9,17.02,COMPLETED,2022-04-22 00:00:00
5229,1894,114,LUMPSUM,,25000.0,153.2896,163.09,138.09,21167.76,-15.33,PAUSED,2023-04-10 00:00:00
5230,9627,181,SIP,1500.0,,1491.5479,60.34,56.83,84764.67,-5.82,CLOSED,2024-02-07 00:00:00
5231,9514,108,SIP,500.0,,245.6538,26.46,26.13,6418.93,-1.25,COMPLETED,2022-07-05 00:00:00
5232,3421,84,SIP,10000.0,,978.9317,234.95,211.41,206955.95,-10.02,ACTIVE,2024-02-24 00:00:00
5233,9291,54,SIP,2000.0,,379.6267,189.66,166.57,63234.42,-12.17,COMPLETED,2024-03-27 00:00:00
5234,3787,30,SIP,1500.0,,1152.5796,27.33,30.88,35591.66,12.99,ACTIVE,2023-01-25 00:00:00
5235,128,17,SIP,5000.0,,2033.3638,120.49,139.92,284508.26,16.13,PAUSED,2023-08-28 00:00:00
5236,7621,236,LUMPSUM,,25000.0,267.094,93.6,81.07,21653.31,-13.39,PAUSED,2025-09-25 00:00:00
5237,473,142,SIP,5000.0,,16920.4738,17.73,23.14,391539.76,30.51,CLOSED,2023-11-13 00:00:00
5238,7225,205,LUMPSUM,,100000.0,1924.5574,51.96,54.57,105023.1,5.02,PAUSED,2023-04-08 00:00:00
5239,9800,95,SIP,10000.0,,2401.9902,116.57,118.54,284731.92,1.69,COMPLETED,2022-08-13 00:00:00
5240,461,39,LUMPSUM,,200000.0,1568.0125,127.55,109.53,171744.41,-14.13,CLOSED,2024-03-23 00:00:00
5241,5350,191,SIP,1000.0,,284.7313,84.29,75.91,21613.95,-9.94,CLOSED,2024-01-21 00:00:00
5242,7214,114,SIP,5000.0,,2449.2652,85.74,70.85,173530.44,-17.37,CLOSED,2022-06-25 00:00:00
5243,5524,50,SIP,5000.0,,1938.2791,131.56,159.1,308380.2,20.93,PAUSED,2024-10-07 00:00:00
5244,2675,101,SWP,,,495.8651,89.24,96.27,47736.93,7.88,ACTIVE,2025-07-02 00:00:00
5245,6571,209,LUMPSUM,,50000.0,1309.5862,38.18,52.78,69119.96,38.24,ACTIVE,2023-10-12 00:00:00
5246,1534,18,SIP,5000.0,,3644.4097,76.83,68.71,250407.39,-10.57,PAUSED,2024-10-22 00:00:00
5247,5969,228,SIP,2000.0,,929.7608,118.31,99.93,92911.0,-15.54,CLOSED,2023-02-22 00:00:00
5248,1219,237,LUMPSUM,,100000.0,2723.3115,36.72,49.01,133469.5,33.47,CLOSED,2022-01-02 00:00:00
5249,6592,153,SIP,1500.0,,373.1343,168.84,190.05,70914.17,12.56,COMPLETED,2022-01-11 00:00:00
5250,4165,2,LUMPSUM,,25000.0,106.7054,234.29,244.13,26049.99,4.2,CLOSED,2022-07-02 00:00:00
5251,474,100,SIP,5000.0,,1244.0062,221.06,191.88,238699.91,-13.2,CLOSED,2022-09-15 00:00:00
5252,3494,137,SIP,500.0,,154.7897,171.2,190.62,29506.01,11.34,CLOSED,2022-06-29 00:00:00
5253,2660,8,STP,,,144.5745,241.73,261.57,37816.35,8.21,CLOSED,2024-01-03 00:00:00
5254,4253,4,SIP,3000.0,,5300.0,30.0,37.94,201082.0,26.47,PAUSED,2023-10-12 00:00:00
5255,2128,200,SIP,500.0,,129.2914,181.76,240.63,31111.39,32.39,PAUSED,2022-11-01 00:00:00
5256,1231,32,SIP,1500.0,,544.5076,63.36,79.67,43380.92,25.74,ACTIVE,2023-09-13 00:00:00
5257,2001,65,LUMPSUM,,200000.0,2234.1376,89.52,87.28,194995.53,-2.5,CLOSED,2024-03-21 00:00:00
5258,2368,71,STP,,,101.2938,139.12,121.89,12346.7,-12.39,CLOSED,2025-08-12 00:00:00
5259,4815,33,LUMPSUM,,25000.0,218.6461,114.34,126.54,27667.48,10.67,ACTIVE,2024-03-30 00:00:00
5260,3676,133,LUMPSUM,,100000.0,2632.9647,37.98,46.37,122090.57,22.09,COMPLETED,2025-06-10 00:00:00
5261,3901,72,STP,,,124.5407,114.3,113.29,14109.22,-0.88,PAUSED,2024-10-11 00:00:00
5262,6959,66,SIP,10000.0,,1677.5637,232.48,199.73,335059.8,-14.09,PAUSED,2023-07-08 00:00:00
5263,157,111,SIP,1500.0,,161.9579,166.71,162.17,26264.71,-2.72,COMPLETED,2025-11-16 00:00:00
5264,7796,238,SIP,1000.0,,235.1664,165.84,161.59,38000.54,-2.56,ACTIVE,2023-05-11 00:00:00
5265,195,243,SIP,3000.0,,588.1255,214.24,177.24,104239.36,-17.27,CLOSED,2025-01-01 00:00:00
5266,9448,214,SIP,1500.0,,234.7225,121.42,124.51,29225.3,2.54,COMPLETED,2025-02-15 00:00:00
5267,225,71,SIP,5000.0,,1596.2131,90.84,119.47,190699.58,31.52,PAUSED,2025-08-01 00:00:00
5268,8003,79,LUMPSUM,,50000.0,704.6223,70.96,86.66,61062.57,22.13,CLOSED,2024-01-31 00:00:00
5269,4074,111,LUMPSUM,,200000.0,8661.7583,23.09,27.68,239757.47,19.88,PAUSED,2024-10-25 00:00:00
5270,2560,215,SWP,,,197.0419,211.62,179.01,35272.47,-15.41,ACTIVE,2023-10-17 00:00:00
5271,4164,2,LUMPSUM,,50000.0,395.7575,126.34,107.33,42476.65,-15.05,PAUSED,2022-08-25 00:00:00
5272,6519,143,SIP,2000.0,,1305.3494,78.14,63.35,82693.88,-18.93,COMPLETED,2024-01-05 00:00:00
5273,9252,6,SIP,10000.0,,2950.8971,169.44,171.57,506285.42,1.26,CLOSED,2023-12-19 00:00:00
5274,9348,40,SIP,3000.0,,1389.6037,77.72,96.21,133693.77,23.79,ACTIVE,2024-03-26 00:00:00
5275,6500,243,SIP,3000.0,,572.0824,157.32,210.03,120154.47,33.5,CLOSED,2022-06-07 00:00:00
5276,1555,24,SIP,10000.0,,7406.4615,78.31,100.82,746719.45,28.74,CLOSED,2025-07-27 00:00:00
5277,2909,190,SIP,5000.0,,979.4755,224.61,262.09,256710.73,16.69,ACTIVE,2024-12-27 00:00:00
5278,6452,129,LUMPSUM,,25000.0,128.7996,194.1,172.76,22251.42,-10.99,ACTIVE,2025-09-29 00:00:00
5279,7543,240,SIP,3000.0,,1381.0421,47.79,54.13,74755.81,13.27,COMPLETED,2023-03-06 00:00:00
5280,1333,48,SIP,2000.0,,847.7142,132.12,133.14,112864.67,0.77,COMPLETED,2025-12-21 00:00:00
5281,8505,218,SIP,10000.0,,1024.0427,224.6,196.29,201009.34,-12.6,CLOSED,2025-11-12 00:00:00
5282,1903,246,SWP,,,585.6011,36.6,35.41,20736.13,-3.25,CLOSED,2024-10-14 00:00:00
5283,3091,37,SIP,5000.0,,1071.9755,130.6,159.3,170765.7,21.98,ACTIVE,2023-01-04 00:00:00
5284,5072,185,SIP,3000.0,,2016.9423,74.37,61.04,123114.16,-17.92,CLOSED,2023-05-04 00:00:00
5285,4275,29,SIP,3000.0,,1253.9956,122.01,142.82,179095.65,17.06,COMPLETED,2023-08-12 00:00:00
5286,5610,13,SWP,,,110.7798,170.69,238.59,26430.95,39.78,PAUSED,2025-09-20 00:00:00
5287,3707,244,LUMPSUM,,25000.0,114.7157,217.93,249.49,28620.42,14.48,CLOSED,2024-01-06 00:00:00
5288,8100,156,LUMPSUM,,50000.0,463.3491,107.91,129.8,60142.71,20.29,CLOSED,2023-01-09 00:00:00
5289,3455,118,SIP,2000.0,,2079.5841,50.01,55.63,115687.26,11.24,CLOSED,2022-07-23 00:00:00
5290,1171,33,SIP,500.0,,378.9474,71.25,61.43,23278.74,-13.78,ACTIVE,2025-07-27 00:00:00
5291,3922,168,SIP,500.0,,799.0868,21.9,21.83,17444.06,-0.32,ACTIVE,2025-10-17 00:00:00
5292,2919,223,SIP,3000.0,,1117.3184,80.55,89.83,100368.71,11.52,ACTIVE,2025-12-28 00:00:00
5293,2794,55,SIP,5000.0,,2464.7098,44.63,41.81,103049.52,-6.32,CLOSED,2022-03-10 00:00:00
5294,4085,135,LUMPSUM,,200000.0,6915.6293,28.92,36.46,252143.84,26.07,PAUSED,2025-03-24 00:00:00
5295,3395,150,LUMPSUM,,25000.0,340.5531,73.41,59.25,20177.77,-19.29,PAUSED,2024-12-14 00:00:00
5296,9206,225,SIP,3000.0,,901.8987,63.2,73.99,66731.48,17.07,ACTIVE,2023-04-07 00:00:00
5297,6951,209,STP,,,93.3039,145.16,128.37,11977.42,-11.57,ACTIVE,2024-11-22 00:00:00
5298,9766,54,SIP,1500.0,,1497.006,40.08,37.64,56347.31,-6.09,PAUSED,2025-01-17 00:00:00
5299,4423,183,SIP,3000.0,,690.4142,199.88,256.34,176980.78,28.25,COMPLETED,2022-01-07 00:00:00
5300,7279,164,SIP,5000.0,,1103.0972,117.85,146.64,161758.17,24.43,ACTIVE,2025-01-18 00:00:00
5301,1569,58,LUMPSUM,,200000.0,6807.3519,29.38,27.91,189993.19,-5.0,CLOSED,2023-06-30 00:00:00
5302,2770,79,LUMPSUM,,100000.0,1142.596,87.52,93.1,106375.69,6.38,ACTIVE,2024-09-26 00:00:00
5303,255,83,STP,,,187.5032,230.78,229.2,42975.73,-0.68,COMPLETED,2024-11-28 00:00:00
5304,3350,235,SIP,5000.0,,5675.9546,38.76,33.9,192414.86,-12.54,COMPLETED,2022-02-26 00:00:00
5305,9252,167,LUMPSUM,,100000.0,3494.0601,28.62,38.87,135814.12,35.81,PAUSED,2024-12-31 00:00:00
5306,8064,124,SIP,3000.0,,678.6981,194.49,267.8,181755.35,37.69,PAUSED,2024-09-22 00:00:00
5307,3592,119,SIP,1500.0,,416.8476,115.15,112.49,46891.19,-2.31,COMPLETED,2023-04-26 00:00:00
